pid,ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,x1st_flr_sf,x2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,x3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price
x0528175050,x120,rl,80,10307,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_ext,x1story,7,5,2007,2008,gable,comp_shg,vinyl_sd,vinyl_sd,stone,176,gd,ta,p_conc,gd,ta,no,glq,876,unf,0,474,1350,gas_a,ex,y,s_brkr,1358,0,0,1358,1,0,2,0,2,1,gd,6,typ,1,gd,attchd,2008,r_fn,2,484,ta,ta,y,192,26,0,0,0,0,none,none,none,0,5,2009,wd,normal,212500
x0528175060,x120,rl,34,5001,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_int,x1story,7,5,2007,2008,gable,comp_shg,vinyl_sd,vinyl_sd,stone,166,gd,ta,p_conc,gd,ta,no,glq,904,unf,0,410,1314,gas_a,ex,y,s_brkr,1314,0,0,1314,1,0,2,0,2,1,gd,6,typ,1,gd,attchd,2008,r_fn,2,626,ta,ta,y,172,62,0,0,0,0,none,none,none,0,7,2009,wd,normal,230000
x0528180120,x120,rl,44,7390,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_ext,x1story,9,5,2008,2009,hip,comp_shg,metal_sd,metal_sd,brk_face,308,ex,ta,p_conc,ex,ta,no,glq,800,unf,0,1084,1884,gas_a,ex,y,s_brkr,1884,0,0,1884,1,0,2,0,2,1,ex,6,typ,1,gd,attchd,2008,fin,2,649,ta,ta,y,231,90,0,0,0,0,none,none,none,0,5,2009,new,partial,320000
x0528180130,x120,rl,48,6472,pave,none,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_ext,x1story,9,5,2008,2008,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,500,ex,ta,p_conc,ex,ta,no,unf,0,unf,0,1451,1451,gas_a,ex,y,s_brkr,1456,0,0,1456,0,0,2,0,2,1,ex,6,typ,1,gd,attchd,2008,r_fn,2,539,ta,ta,y,192,42,0,0,0,0,none,none,none,0,4,2009,wd,normal,248500
x0528188020,x120,rl,48,3480,pave,none,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_ext,x1story,7,5,2003,2003,gable,comp_shg,vinyl_sd,vinyl_sd,stone,163,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1405,1405,gas_a,ex,y,s_brkr,1405,0,0,1405,0,0,2,0,2,1,gd,6,typ,1,ta,attchd,2003,r_fn,2,478,ta,ta,y,148,36,0,0,0,0,none,none,none,0,11,2009,wd,normal,173000
x0528221060,x060,rl,149,12589,pave,none,ir2,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,6,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,742,742,gas_a,ex,y,s_brkr,742,742,0,1484,0,0,2,1,3,1,gd,8,typ,1,gd,attchd,2005,fin,2,390,ta,ta,y,36,24,0,0,0,0,none,none,none,0,6,2009,wd,normal,174000
x0528221070,x060,rl,122,11911,pave,none,ir2,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,6,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,av,unf,0,unf,0,684,684,gas_a,ex,y,s_brkr,684,876,0,1560,0,0,2,1,3,1,gd,6,typ,1,gd,built_in,2005,fin,2,400,ta,ta,y,100,38,0,0,0,0,none,none,none,0,3,2009,wd,normal,174000
x0528228290,x120,rl,53,3684,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,7,5,2007,2007,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,130,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1373,1373,gas_a,ex,y,s_brkr,1555,0,0,1555,0,0,2,0,2,1,gd,7,typ,1,ta,attchd,2007,fin,3,660,ta,ta,y,143,20,0,0,0,0,none,none,none,0,6,2009,wd,normal,174000
x0528228295,x120,rl,51,3635,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,7,5,2007,2007,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,130,gd,ta,p_conc,gd,ta,no,alq,988,unf,0,398,1386,gas_a,ex,y,s_brkr,1569,0,0,1569,0,1,2,0,1,1,gd,7,typ,1,ta,attchd,2007,r_fn,3,660,ta,ta,y,143,20,0,0,0,0,none,none,none,0,5,2009,wd,normal,175900
x0528228450,x120,rl,43,3182,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,7,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,16,gd,ta,p_conc,gd,ta,no,glq,16,unf,0,1330,1346,gas_a,ex,y,s_brkr,1504,0,0,1504,0,0,2,0,1,1,gd,7,typ,1,gd,attchd,2005,fin,2,457,ta,ta,y,156,0,0,0,0,0,none,none,none,0,5,2009,wd,normal,181000
x0528228455,x120,rl,43,3182,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,7,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,16,gd,ta,p_conc,gd,ta,av,glq,16,unf,0,1204,1220,gas_a,ex,y,s_brkr,1220,0,0,1220,0,0,2,0,2,1,gd,5,typ,1,gd,attchd,2005,fin,2,397,ta,ta,y,100,16,0,0,0,0,none,none,none,0,8,2009,wd,normal,180000
x0528228460,x120,rl,43,3182,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,7,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,11,gd,ta,p_conc,gd,ta,no,glq,16,unf,0,1129,1145,gas_a,ex,y,s_brkr,1145,0,0,1145,0,0,2,0,2,1,gd,5,typ,1,gd,attchd,2005,fin,2,397,ta,ta,y,100,16,0,0,0,0,none,none,none,0,9,2009,wd,normal,160200
x0528235010,x060,rl,71,7795,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,7,5,2004,2005,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,glq,425,unf,0,291,716,gas_a,ex,y,s_brkr,716,716,0,1432,1,0,2,1,3,1,gd,6,typ,1,gd,attchd,2004,fin,2,432,ta,ta,y,100,51,0,0,0,0,none,none,none,0,7,2009,wd,normal,188500
x0528235090,x060,rl,NA,8068,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,6,5,2002,2002,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1010,1010,gas_a,ex,y,s_brkr,1010,1257,0,2267,0,0,2,1,4,1,gd,8,typ,1,ta,built_in,2002,r_fn,2,390,ta,ta,y,120,46,0,0,0,0,none,none,none,0,12,2009,con_li,normal,200000
x0528235200,x080,rl,59,9434,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,s_lvl,7,5,2004,2005,gable,comp_shg,wd_shing,wd_shng,none,0,gd,ta,p_conc,gd,ta,mn,unf,0,unf,0,384,384,gas_a,ex,y,s_brkr,744,630,0,1374,0,0,2,1,3,1,gd,6,typ,1,gd,built_in,2004,fin,2,400,ta,ta,y,100,0,0,0,0,0,none,none,none,0,8,2009,wd,normal,170000
x0528250020,x060,rl,NA,8965,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,7,5,2003,2003,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,glq,652,unf,0,130,782,gas_a,ex,y,s_brkr,806,683,0,1489,1,0,2,1,3,1,gd,8,typ,1,gd,attchd,2003,fin,2,400,ta,ta,y,0,75,0,0,0,0,none,none,none,0,6,2009,wd,normal,192000
x0528253010,x120,rl,34,5063,pave,none,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_int,x1story,7,5,2007,2008,gable,comp_shg,vinyl_sd,vinyl_sd,stone,166,gd,ta,p_conc,gd,ta,no,glq,904,unf,0,410,1314,gas_a,ex,y,s_brkr,1314,0,0,1314,1,0,2,0,2,1,gd,6,typ,1,gd,attchd,2008,r_fn,2,626,ta,ta,y,172,62,0,0,0,0,none,none,none,0,4,2009,con_lw,normal,207500
x0528280230,x060,rl,NA,12224,pave,none,ir1,lvl,all_pub,corner,gtl,gilbert,norm,norm,one_fam,x2story,6,5,2000,2000,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,40,gd,ta,p_conc,gd,ta,no,glq,695,unf,0,297,992,gas_a,ex,y,s_brkr,1022,1032,0,2054,1,0,2,1,3,1,gd,7,typ,1,ta,built_in,2000,r_fn,2,390,ta,ta,y,24,48,0,0,0,0,none,none,none,0,7,2009,wd,normal,244000
x0528290030,x080,rl,61,9734,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,rr_an,norm,one_fam,s_lvl,7,5,2004,2004,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,mn,glq,241,rec,113,30,384,gas_a,ex,y,s_brkr,744,630,0,1374,0,0,2,1,3,1,gd,7,typ,0,none,built_in,2004,fin,2,400,ta,ta,y,0,0,0,0,0,0,none,none,none,0,5,2009,wd,normal,167000
x0528290120,x060,rl,60,8123,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,rr_an,norm,one_fam,x2story,6,5,2000,2000,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,16,ta,ta,p_conc,gd,ta,no,unf,0,unf,0,982,982,gas_a,ex,y,s_brkr,1007,793,0,1800,0,0,2,1,3,1,ta,7,typ,1,ta,attchd,2000,fin,2,463,ta,ta,y,100,63,0,0,0,0,none,none,none,0,6,2009,wd,normal,179000
x0528290180,x060,rl,42,8433,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,6,5,2000,2000,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,gd,ta,no,glq,683,unf,0,111,794,gas_a,ex,y,s_brkr,819,695,0,1514,1,0,2,1,3,1,ta,7,typ,1,ta,attchd,2000,fin,2,394,ta,ta,y,0,72,0,0,0,0,none,none,none,0,6,2009,wd,normal,190000
x0528290190,x080,rl,62,7750,pave,none,reg,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,s_lvl,7,5,1999,2000,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,gd,ta,no,unf,0,unf,0,384,384,gas_a,ex,y,s_brkr,774,656,0,1430,0,0,2,1,3,1,ta,7,typ,1,ta,built_in,1999,r_fn,2,400,ta,ta,y,0,0,0,0,0,0,none,none,none,0,3,2009,wd,normal,156000
x0528292030,x060,rl,NA,15896,pave,none,ir2,lvl,all_pub,cul_d_sac,gtl,gilbert,rr_nn,norm,one_fam,x2story,7,5,1999,1999,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,210,gd,ta,p_conc,gd,ta,no,alq,913,unf,0,264,1177,gas_a,ex,y,s_brkr,1223,1089,0,2312,1,0,2,1,4,1,gd,8,typ,1,ta,built_in,1999,fin,3,658,ta,ta,y,298,0,0,0,0,0,none,none,none,0,5,2009,wd,normal,245000
x0528294050,x080,rl,64,7848,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,s_lvl,7,6,1999,1999,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,ta,ta,no,unf,0,unf,0,384,384,gas_a,ex,y,s_brkr,774,656,0,1430,0,0,2,1,3,1,ta,7,typ,1,ta,built_in,1999,fin,2,410,ta,ta,y,0,0,0,0,0,0,none,none,none,0,6,2009,wd,normal,168000
x0528315090,x060,rl,82,9430,pave,none,reg,lvl,all_pub,inside,gtl,no_ridge,norm,norm,one_fam,x2story,8,5,1999,1999,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,673,gd,ta,p_conc,gd,ta,mn,glq,1163,unf,0,89,1252,gas_a,ex,y,s_brkr,1268,1097,0,2365,1,0,2,1,3,1,gd,8,typ,1,gd,attchd,1999,r_fn,3,856,ta,ta,y,0,128,0,0,180,0,none,none,none,0,7,2009,wd,normal,337000
x0528344100,x060,rl,98,12203,pave,none,ir1,lvl,all_pub,corner,gtl,no_ridge,norm,norm,one_fam,x2story,8,5,1998,1999,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,975,gd,ta,p_conc,gd,ta,no,glq,854,unf,0,371,1225,gas_a,ex,y,s_brkr,1276,1336,0,2612,1,0,2,1,4,1,gd,8,typ,1,ta,attchd,1998,fin,3,676,ta,ta,y,250,0,0,0,0,0,none,none,none,0,7,2009,wd,normal,336000
x0528363050,x020,rl,NA,10750,pave,none,ir1,lvl,all_pub,cul_d_sac,gtl,no_ridge,norm,norm,one_fam,x1story,8,5,1994,1995,hip,comp_shg,wd_sdng,wd_sdng,brk_face,634,gd,ta,p_conc,gd,ta,av,blq,236,glq,1526,262,2024,gas_a,ex,y,s_brkr,2063,0,0,2063,1,0,2,0,3,1,gd,7,typ,2,gd,attchd,1994,fin,3,815,ta,ta,y,182,56,0,0,0,0,none,none,none,0,6,2009,wd,normal,315000
x0528365070,x060,rl,90,9900,pave,none,reg,low,all_pub,inside,mod,no_ridge,norm,norm,one_fam,x2story,7,5,1993,1993,gable,comp_shg,hd_board,hd_board,brk_face,256,gd,ta,p_conc,gd,ta,gd,glq,987,unf,0,360,1347,gas_a,ex,y,s_brkr,1372,1274,0,2646,1,0,2,1,4,1,gd,9,typ,1,ta,attchd,1993,r_fn,3,656,ta,ta,y,340,60,144,0,0,0,none,none,none,0,4,2009,wd,normal,260000
x0528385050,x060,rl,79,9085,pave,none,reg,lvl,all_pub,inside,gtl,no_ridge,norm,norm,one_fam,x2story,7,5,1995,1996,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,286,gd,ta,p_conc,gd,ta,no,glq,816,unf,0,254,1070,gas_a,ex,y,s_brkr,1094,967,0,2061,1,0,2,1,3,1,gd,7,typ,1,ta,attchd,1995,fin,2,647,ta,ta,y,296,102,209,0,0,0,none,none,none,0,11,2009,wd,normal,260000
x0528387030,x060,rl,NA,11692,pave,none,ir1,lvl,all_pub,inside,gtl,no_ridge,norm,norm,one_fam,x2story,8,5,1993,1994,gable,comp_shg,hd_board,hd_board,brk_face,372,gd,ta,p_conc,gd,ta,no,glq,624,unf,0,549,1173,gas_a,ex,y,s_brkr,1215,1017,0,2232,1,0,2,1,3,1,gd,8,typ,1,ta,attchd,1993,r_fn,2,623,ta,ta,y,173,165,0,0,0,0,none,none,none,0,10,2009,wd,normal,263550
x0528390100,x060,rl,52,46589,pave,none,ir2,lvl,all_pub,cul_d_sac,gtl,no_ridge,norm,norm,one_fam,x2story,8,7,1994,2005,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,528,gd,ta,p_conc,gd,gd,no,glq,1361,rec,180,88,1629,gas_a,ex,y,s_brkr,1686,762,0,2448,1,0,2,1,4,1,gd,8,typ,1,ta,attchd,1994,r_fn,3,711,ta,ta,y,517,76,0,0,0,0,none,none,none,0,7,2009,wd,normal,402000
x0528390210,x060,rl,NA,29959,pave,none,ir2,lvl,all_pub,fr2,gtl,no_ridge,norm,norm,one_fam,x2story,7,6,1994,1994,gable,comp_shg,hd_board,hd_board,none,0,gd,ta,p_conc,gd,ta,no,glq,595,unf,0,378,973,gas_a,ex,y,s_brkr,979,871,0,1850,0,0,2,1,3,1,gd,7,typ,1,gd,built_in,1994,fin,2,467,ta,ta,y,168,98,0,0,0,0,none,none,none,0,1,2009,wd,normal,248000
x0528431020,x020,rl,86,11194,pave,none,ir1,lvl,all_pub,inside,gtl,somerst,pos_n,norm,one_fam,x1story,8,5,2008,2008,gable,comp_shg,vinyl_sd,vinyl_sd,stone,240,gd,ta,p_conc,gd,ta,mn,unf,0,unf,0,1696,1696,gas_a,ex,y,s_brkr,1696,0,0,1696,0,0,2,0,3,1,gd,7,typ,0,none,attchd,2008,r_fn,3,972,ta,ta,y,120,56,0,0,0,0,none,none,none,0,9,2009,wd,normal,275000
x0528431070,x020,rl,78,10206,pave,none,reg,lvl,all_pub,inside,gtl,somerst,pos_n,norm,one_fam,x1story,8,5,2008,2008,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,294,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1614,1614,gas_a,ex,y,s_brkr,1658,0,0,1658,0,0,2,1,3,1,gd,7,typ,1,gd,attchd,2008,fin,3,726,ta,ta,y,144,44,0,0,0,0,none,none,none,0,9,2009,wd,normal,257500
x0528435030,x020,rl,78,9262,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,8,5,2008,2009,gable,comp_shg,cemnt_bd,cment_bd,stone,194,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1573,1573,gas_a,ex,y,s_brkr,1578,0,0,1578,0,0,2,0,3,1,ex,7,typ,1,gd,attchd,2008,fin,3,840,ta,ta,y,0,36,0,0,0,0,none,none,none,0,5,2009,new,partial,287090
x0528435050,x020,rl,85,10130,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,8,5,2007,2007,gable,comp_shg,vinyl_sd,vinyl_sd,stone,260,gd,ta,p_conc,gd,ta,av,glq,1294,unf,0,408,1702,gas_a,ex,y,s_brkr,1702,0,0,1702,1,0,2,0,3,1,gd,7,typ,1,gd,attchd,2007,r_fn,3,844,ta,ta,y,0,69,0,0,0,0,none,none,none,0,3,2009,wd,normal,275500
x0528439060,x020,rl,76,9139,pave,none,ir1,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,8,5,2006,2006,hip,comp_shg,vinyl_sd,vinyl_sd,stone,206,gd,ta,p_conc,ex,ta,av,glq,379,unf,0,1043,1422,gas_a,ex,y,s_brkr,1432,0,0,1432,0,0,2,0,3,1,gd,7,typ,1,gd,attchd,2006,fin,2,492,ta,ta,y,297,50,0,0,0,0,none,none,none,0,9,2009,wd,normal,245000
x0528441020,x060,rl,75,9675,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x2story,7,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,mn,glq,341,unf,0,772,1113,gas_a,ex,y,s_brkr,1113,858,0,1971,0,0,2,1,3,1,gd,8,typ,1,gd,attchd,2005,r_fn,2,689,ta,ta,y,0,48,0,0,0,0,none,none,none,0,2,2009,wd,normal,253000
x0528456180,x060,fv,72,8640,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x2story,7,5,2009,2009,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,p_conc,gd,ta,no,glq,822,unf,0,78,900,gas_a,ex,y,s_brkr,932,920,0,1852,1,0,2,1,3,1,gd,7,typ,1,ta,attchd,2009,r_fn,2,644,ta,ta,y,168,108,0,0,0,0,none,none,none,0,7,2009,new,partial,252678
x0528456220,x060,fv,75,9000,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x2story,8,5,2008,2008,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,768,768,gas_a,ex,y,s_brkr,786,804,0,1590,0,0,2,1,3,1,gd,6,typ,0,none,attchd,2008,r_fn,2,676,ta,ta,y,0,30,0,0,0,0,none,none,none,0,6,2009,wd,normal,210000
x0528458020,x020,fv,90,7993,pave,none,ir1,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,7,5,2008,2009,gable,comp_shg,vinyl_sd,vinyl_sd,NA,NA,gd,ta,p_conc,ex,ta,no,unf,0,unf,0,1436,1436,gas_a,ex,y,s_brkr,1436,0,0,1436,0,0,2,0,3,1,gd,6,typ,0,none,attchd,2008,fin,2,529,ta,ta,y,0,121,0,0,0,0,none,none,none,0,10,2009,new,partial,225000
x0528458060,x020,fv,72,8640,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,7,5,2008,2008,hip,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1402,1402,gas_a,ex,y,s_brkr,1402,0,0,1402,0,0,2,0,3,1,gd,7,typ,0,none,attchd,2008,r_fn,2,625,ta,ta,y,205,126,0,0,0,0,none,none,none,0,5,2009,wd,normal,229800
x0528458160,x020,fv,85,9187,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,9,5,2009,2009,gable,comp_shg,cemnt_bd,cment_bd,stone,162,ex,ta,p_conc,ex,ta,mn,glq,1121,unf,0,645,1766,gas_a,ex,y,s_brkr,1766,0,0,1766,1,0,2,1,2,1,ex,7,typ,1,gd,attchd,2009,fin,3,478,ta,ta,y,195,130,0,0,0,0,none,none,none,0,10,2009,new,partial,370878
x0528458180,x020,fv,75,7500,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,8,5,2006,2007,gable,comp_shg,vinyl_sd,vinyl_sd,stone,238,gd,ta,p_conc,gd,ta,no,glq,24,unf,0,1348,1372,gas_a,ex,y,s_brkr,1448,0,0,1448,0,0,2,0,2,1,gd,6,typ,1,gd,attchd,2006,r_fn,2,692,ta,ta,y,0,140,0,0,0,0,none,none,none,0,6,2009,wd,normal,238500
x0528477050,x060,fv,85,11003,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x2story,10,5,2008,2008,gable,comp_shg,vinyl_sd,vinyl_sd,stone,160,ex,ta,p_conc,ex,ta,av,glq,765,unf,0,252,1017,gas_a,ex,y,s_brkr,1026,981,0,2007,1,0,2,1,3,1,ex,10,typ,1,ex,attchd,2008,fin,3,812,ta,ta,y,168,52,0,0,0,0,none,none,none,0,4,2009,wd,normal,310000
x0528477070,x060,fv,84,10603,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x2story,8,5,2006,2006,hip,comp_shg,vinyl_sd,vinyl_sd,stone,121,gd,ta,p_conc,ex,gd,no,glq,682,unf,0,218,900,gas_a,ex,y,s_brkr,909,886,0,1795,1,0,2,1,3,1,gd,8,typ,1,gd,attchd,2006,fin,3,782,ta,ta,y,168,45,0,0,0,0,none,none,none,0,7,2009,wd,normal,270000
x0528480040,x060,fv,85,10574,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x2story,8,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,mn,unf,0,unf,0,1082,1082,gas_a,ex,y,s_brkr,1082,871,0,1953,0,0,2,1,3,1,gd,9,typ,1,gd,attchd,2005,r_fn,3,1043,ta,ta,y,160,50,0,0,0,0,none,none,none,0,5,2009,wd,normal,252000
x0528480130,x060,fv,65,8125,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x2story,7,5,2006,2007,gable,comp_shg,cemnt_bd,cment_bd,stone,100,gd,ta,p_conc,gd,ta,no,glq,812,unf,0,280,1092,gas_a,ex,y,s_brkr,1112,438,0,1550,1,0,2,0,2,1,gd,7,typ,0,none,attchd,2007,fin,2,438,ta,ta,y,0,168,0,0,0,0,none,none,none,0,10,2009,wd,normal,241000
x0528480170,x020,fv,65,8125,pave,none,reg,lvl,all_pub,corner,gtl,somerst,norm,norm,one_fam,x1story,8,5,2008,2009,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,288,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1836,1836,gas_a,ex,y,s_brkr,1836,0,0,1836,0,0,2,0,3,1,gd,8,typ,1,gd,attchd,2009,fin,2,517,ta,ta,y,0,175,0,0,0,0,none,none,none,0,10,2009,new,partial,264500
x0528482130,x060,fv,75,9375,pave,none,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x2story,7,5,2003,2004,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,912,912,gas_a,ex,y,s_brkr,912,1182,0,2094,0,0,2,1,4,1,gd,8,typ,1,gd,built_in,2003,fin,2,615,ta,ta,y,182,182,0,0,0,0,none,none,none,0,11,2009,wd,normal,263000
x0528488100,x020,fv,62,7500,pave,pave,reg,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,7,5,2004,2005,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,glq,410,unf,0,811,1221,gas_a,ex,y,s_brkr,1221,0,0,1221,1,0,2,0,2,1,gd,6,typ,0,none,attchd,2004,r_fn,2,400,ta,ta,y,0,113,0,0,0,0,none,none,none,0,10,2009,wd,normal,185000
x0528490040,x020,fv,68,8736,pave,none,ir1,lvl,all_pub,inside,gtl,somerst,norm,norm,one_fam,x1story,7,5,2003,2004,gable,comp_shg,vinyl_sd,wd_shng,none,0,gd,ta,p_conc,gd,ta,no,glq,771,alq,360,422,1553,gas_a,ex,y,s_brkr,1553,0,0,1553,1,0,2,0,3,1,gd,6,typ,0,none,attchd,2003,r_fn,2,588,ta,ta,y,192,88,0,0,0,0,none,none,none,0,8,2009,wd,normal,234500
x0531369020,x020,rl,76,10141,pave,none,ir1,lvl,all_pub,inside,gtl,sawyer_w,norm,norm,one_fam,x1story,8,5,2004,2004,gable,tar_grv,vinyl_sd,vinyl_sd,brk_face,264,gd,ta,p_conc,gd,ta,gd,blq,516,rec,774,222,1512,gas_a,ex,y,s_brkr,1512,0,0,1512,0,0,2,0,3,1,gd,6,typ,0,none,attchd,2004,r_fn,3,845,ta,ta,y,210,36,0,0,0,0,none,none,none,0,1,2009,wd,normal,203000
x0531371050,x020,rl,67,10083,pave,none,reg,lvl,all_pub,inside,gtl,sawyer_w,norm,norm,one_fam,x1story,7,5,2003,2003,gable,comp_shg,vinyl_sd,vinyl_sd,NA,NA,gd,ta,p_conc,gd,ta,no,glq,833,unf,0,343,1176,gas_a,ex,y,s_brkr,1200,0,0,1200,1,0,2,0,2,1,gd,5,typ,0,none,attchd,2003,r_fn,2,555,ta,ta,y,0,41,0,0,0,0,none,none,none,0,8,2009,wd,normal,184900
x0531375040,x020,rl,63,13072,pave,none,reg,lvl,all_pub,inside,gtl,sawyer_w,rr_ae,norm,one_fam,x1story,7,5,2004,2005,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1114,1114,gas_a,ex,y,s_brkr,1114,0,0,1114,0,0,1,1,3,1,gd,6,typ,0,none,detchd,2005,unf,2,576,ta,ta,y,248,102,0,0,0,0,none,none,none,0,5,2009,wd,normal,159000
