sale_price,garage_area,neighborhood,ms_sub_class,total_bsmt_sf,bsmt_qual,central_air,tot_rms_abv_grd,fireplaces,fireplace_qu
145500,525,edwards,180,547,gd,y,5,0,no_fireplace
137450,216,swisu,050,976,ta,y,7,1,gd
145000,216,swisu,050,861,ta,y,6,1,gd
158000,295,crawfor,050,1067,ta,n,7,1,ta
158500,300,crawfor,020,1092,ta,y,6,1,gd
137000,462,blueste,160,561,gd,y,5,1,ta
147000,468,idotrr,070,672,ta,y,6,0,no_fireplace
139500,384,mitchel,020,1008,ta,y,6,0,no_fireplace
160000,504,mitchel,020,1188,ta,y,7,1,po
131900,336,mitchel,085,796,gd,y,4,0,no_fireplace
130000,440,mitchel,060,624,gd,y,6,0,no_fireplace
133000,738,gilbert,020,1488,ta,y,6,1,ta
157000,439,nwames,020,1176,gd,y,5,1,fa
133000,480,names,090,896,gd,y,8,0,no_fireplace
151000,460,names,020,1054,gd,y,6,0,no_fireplace
140000,440,npkvill,120,1069,gd,y,4,0,no_fireplace
155000,474,nridght,160,764,gd,y,6,0,no_fireplace
154000,474,nridght,160,764,gd,y,6,0,no_fireplace
159895,388,blmngtn,020,1266,gd,y,6,1,gd
141000,0,sawyerw,020,1080,gd,y,6,0,no_fireplace
155000,576,sawyerw,020,1114,gd,y,6,0,no_fireplace
153900,530,sawyerw,120,1199,gd,y,5,0,no_fireplace
144000,352,sawyer,020,912,ta,y,4,0,no_fireplace
135000,420,sawyer,020,864,ta,y,5,1,ta
140000,490,sawyer,050,1001,gd,y,5,1,gd
146000,540,somerst,160,689,gd,y,5,0,no_fireplace
150000,864,veenker,060,994,gd,y,9,1,gd
145000,528,nwames,020,1258,ta,y,5,0,no_fireplace
140500,484,nwames,090,1625,ta,y,8,0,no_fireplace
135000,576,names,020,912,ta,y,5,0,no_fireplace
142600,576,names,090,1728,ta,y,10,0,no_fireplace
135000,506,nwames,090,1656,ta,y,8,0,no_fireplace
155000,525,names,020,1120,ta,y,6,0,no_fireplace
145000,504,names,020,1092,gd,y,6,0,no_fireplace
140000,451,names,020,1114,ta,y,5,0,no_fireplace
153000,264,names,020,1118,ta,y,6,0,no_fireplace
141500,450,names,020,1296,ta,y,6,0,no_fireplace
141500,264,names,020,572,ta,y,7,1,gd
136500,292,names,020,1176,ta,y,6,2,gd
133000,384,names,020,1104,ta,y,5,0,no_fireplace
130000,400,names,020,984,ta,n,5,0,no_fireplace
139000,1488,oldtown,050,892,ta,y,7,1,gd
139000,372,names,020,912,ta,y,5,1,fa
159000,311,names,020,1256,ta,y,6,0,no_fireplace
130000,0,names,090,1800,ta,n,10,0,no_fireplace
140000,483,names,060,780,ta,y,8,1,ta
143000,308,oldtown,020,192,ta,n,7,0,no_fireplace
157500,686,oldtown,070,650,ta,y,8,1,po
139500,308,oldtown,075,728,ta,y,7,0,no_fireplace
147000,528,oldtown,020,924,ta,y,6,0,no_fireplace
140000,869,oldtown,050,904,ta,y,5,1,po
153000,240,brkside,050,1024,ta,y,6,1,gd
150000,400,brkside,050,989,ta,y,7,1,gd
145000,240,brkside,050,883,ta,y,8,0,no_fireplace
130000,275,brkside,030,816,ta,y,5,0,no_fireplace
160000,360,oldtown,060,1242,ta,y,8,0,no_fireplace
134000,322,sawyer,020,952,ta,y,5,1,ta
148000,440,sawyer,085,981,gd,y,6,0,no_fireplace
157500,484,sawyer,080,1008,ta,y,6,1,fa
130000,450,sawyer,020,894,ta,y,5,0,no_fireplace
153000,504,sawyer,085,450,gd,y,6,1,po
152000,506,sawyer,085,1060,gd,y,5,0,no_fireplace
144900,300,sawyer,020,960,ta,y,6,0,no_fireplace
159900,322,edwards,020,1509,ta,y,6,1,ta
134500,280,edwards,060,621,ta,y,7,0,no_fireplace
145000,672,collgcr,020,990,gd,y,5,0,no_fireplace
130250,308,collgcr,020,938,gd,y,5,0,no_fireplace
147000,576,collgcr,080,940,gd,y,5,0,no_fireplace
143195,576,collgcr,020,1076,ta,y,5,1,fa
136500,420,collgcr,120,848,gd,y,3,0,no_fireplace
141000,420,collgcr,120,848,gd,y,3,1,ta
149000,420,collgcr,120,848,gd,y,3,1,gd
147500,276,edwards,020,1256,ta,y,6,0,no_fireplace
135000,480,edwards,020,1127,ta,y,6,1,po
160000,1418,edwards,060,6110,ex,y,12,3,gd
148000,525,edwards,180,547,gd,y,5,0,no_fireplace
130500,240,edwards,050,768,ta,y,6,0,no_fireplace
135000,548,edwards,050,941,ta,y,7,0,no_fireplace
135500,300,edwards,050,816,ta,y,8,0,no_fireplace
140000,400,swisu,070,672,ta,n,7,0,no_fireplace
136500,576,swisu,050,1181,ta,y,7,1,gd
149000,270,crawfor,070,776,gd,y,6,1,gd
150000,438,timber,020,1495,gd,y,8,1,ta
134500,264,mitchel,020,845,ta,y,6,0,no_fireplace
160000,423,mitchel,050,983,gd,y,7,0,no_fireplace
160000,420,gilbert,020,1168,gd,y,6,0,no_fireplace
155000,828,gilbert,190,1100,gd,y,7,0,no_fireplace
148000,564,nwames,080,1032,gd,y,6,1,ta
151500,495,nwames,020,1153,gd,y,6,0,no_fireplace
139000,288,names,080,372,ta,y,5,0,no_fireplace
155000,576,names,020,925,ta,y,7,0,no_fireplace
133000,367,names,120,723,gd,y,4,0,no_fireplace
155000,511,names,120,1337,gd,y,5,1,ta
155000,440,npkvill,160,804,gd,y,7,1,ta
156932,432,gilbert,060,616,gd,y,6,1,gd
147000,895,somerst,020,1795,ex,y,7,1,gd
144000,504,sawyerw,085,840,gd,y,5,0,no_fireplace
132500,264,sawyer,020,999,ta,y,6,0,no_fireplace
143900,349,sawyer,020,1140,ta,y,8,1,ta
147000,542,sawyer,020,1044,gd,y,5,1,ta
143000,318,names,020,1214,ta,y,5,1,fa
144000,484,names,020,1024,ta,y,6,1,ta
147000,286,names,020,1130,ta,y,7,1,ta
150750,624,names,020,1063,ta,y,7,0,no_fireplace
138500,512,names,045,822,ta,y,4,0,no_fireplace
144000,288,names,020,1078,ta,y,6,0,no_fireplace
146500,312,names,070,728,ta,y,7,2,gd
158500,525,names,080,1218,ta,y,6,1,gd
144000,315,names,050,874,ta,y,7,0,no_fireplace
135000,286,names,020,1048,ta,y,6,0,no_fireplace
130000,310,names,020,1204,ta,y,7,1,ta
142000,336,names,020,864,ta,y,6,0,no_fireplace
148000,0,oldtown,070,736,gd,y,6,0,no_fireplace
135000,254,names,020,1010,ta,y,6,0,no_fireplace
156500,351,names,020,1377,ta,y,6,2,ta
130000,288,names,085,896,ta,y,6,1,po
135000,576,oldtown,050,680,ta,y,6,1,gd
145000,374,oldtown,070,728,ta,y,9,1,gd
144100,468,oldtown,050,926,gd,y,6,0,no_fireplace
133900,506,oldtown,190,1214,ta,n,9,1,gd
135000,224,brkside,050,728,ta,y,6,0,no_fireplace
132000,280,brkside,050,672,ta,y,7,0,no_fireplace
131750,230,brkside,050,966,ta,y,6,1,gd
153575,384,brkside,070,698,ta,y,7,0,no_fireplace
141000,544,idotrr,050,780,ta,y,6,1,gd
134500,528,sawyer,020,943,ta,y,5,0,no_fireplace
143500,528,sawyer,020,660,ta,y,7,1,ta
130000,649,edwards,020,1073,ta,y,6,1,ta
154000,332,edwards,050,988,ta,y,6,0,no_fireplace
150000,0,edwards,090,1440,gd,y,8,0,no_fireplace
136500,253,edwards,050,1080,ta,n,7,1,gd
146000,384,collgcr,020,990,gd,y,5,0,no_fireplace
160000,576,collgcr,080,995,ta,y,6,1,fa
134900,748,collgcr,020,1040,gd,y,5,0,no_fireplace
131500,420,collgcr,120,848,gd,y,3,0,no_fireplace
148000,504,edwards,020,1143,ta,y,6,1,fa
141000,579,edwards,090,0,no_bsmt,y,11,0,no_fireplace
140000,525,edwards,180,547,gd,y,5,0,no_fireplace
131750,392,edwards,020,960,ta,y,4,0,no_fireplace
150000,0,swisu,090,1296,ta,n,12,0,no_fireplace
136500,352,crawfor,030,1290,ta,y,6,0,no_fireplace
146500,240,crawfor,050,651,ta,y,8,1,gd
141500,228,crawfor,070,585,ta,n,7,1,gd
139000,552,crawfor,050,661,ta,y,8,1,gd
145000,492,crawfor,090,979,gd,n,8,0,no_fireplace
153500,400,crawfor,020,0,no_bsmt,y,7,1,gd
141000,720,idotrr,050,720,ta,y,6,0,no_fireplace
150909,NA,idotrr,070,859,gd,y,6,0,no_fireplace
152000,282,idotrr,050,910,ta,y,6,0,no_fireplace
140000,720,idotrr,020,1073,ta,y,6,0,no_fireplace
134000,484,mitchel,020,1084,ta,y,5,0,no_fireplace
147000,0,mitchel,020,1120,gd,y,6,0,no_fireplace
132250,648,mitchel,020,1064,ta,y,5,0,no_fireplace
129900,572,meadowv,120,1040,gd,y,6,1,ta
134000,528,meadowv,120,1142,gd,y,6,1,po
153500,678,mitchel,085,923,gd,y,4,1,fa
135000,502,mitchel,020,1090,gd,y,6,0,no_fireplace
139000,264,mitchel,020,816,gd,y,4,0,no_fireplace
149900,452,names,020,1178,ta,y,5,0,no_fireplace
157500,313,names,020,1008,ta,y,5,2,ta
145000,572,gilbert,190,1056,ta,n,5,0,no_fireplace
153500,495,nwames,020,1056,gd,y,6,0,no_fireplace
155000,462,nwames,020,1103,ta,y,6,0,no_fireplace
138800,299,names,020,1096,ta,y,6,0,no_fireplace
137500,319,npkvill,120,1055,ta,y,4,0,no_fireplace
144000,460,npkvill,160,855,gd,y,6,1,ta
139500,0,sawyerw,020,1142,ta,y,5,0,no_fireplace
132000,0,sawyerw,020,1131,gd,y,6,0,no_fireplace
151000,484,sawyerw,120,1217,gd,y,5,0,no_fireplace
150000,472,sawyerw,060,636,gd,y,6,0,no_fireplace
133500,484,sawyer,020,925,ta,y,5,0,no_fireplace
137000,288,sawyer,020,935,ta,y,5,0,no_fireplace
135000,288,sawyer,020,912,ta,y,6,1,ta
151000,480,somerst,160,600,gd,y,4,0,no_fireplace
147400,480,somerst,160,600,gd,y,4,0,no_fireplace
144152,480,somerst,160,600,gd,y,4,0,no_fireplace
140000,528,nwames,020,1164,ta,y,6,0,no_fireplace
155000,530,names,060,900,gd,y,7,0,no_fireplace
157500,504,names,020,976,ta,y,4,1,fa
138500,288,names,020,1052,ta,y,5,0,no_fireplace
158000,568,names,080,1141,ta,y,6,0,no_fireplace
146000,884,names,020,864,ta,y,6,0,no_fireplace
145000,588,names,090,1626,ta,y,8,0,no_fireplace
157500,480,names,060,720,ta,y,7,1,po
140000,264,names,190,588,ta,y,6,0,no_fireplace
150000,750,names,020,1008,ta,y,6,0,no_fireplace
151500,286,names,020,1248,ta,y,6,0,no_fireplace
129800,240,names,030,816,ta,y,4,1,fa
137000,275,names,020,1008,ta,y,4,1,gd
137000,273,names,020,938,ta,y,5,1,gd
146500,240,names,020,1444,ta,y,6,1,gd
135000,280,names,020,1056,ta,y,7,0,no_fireplace
133000,240,names,050,806,ta,y,5,2,ta
137000,234,names,060,704,ta,y,7,1,gd
132500,540,names,090,1106,ta,y,6,0,no_fireplace
143000,796,names,080,1144,ta,y,6,1,ta
141000,299,names,020,1092,ta,y,6,1,ta
153000,353,names,020,1124,ta,y,6,1,ta
135960,600,names,090,943,gd,y,4,2,ta
140000,451,names,020,1367,ta,y,5,1,ta
139500,280,names,020,1008,ta,y,4,0,no_fireplace
155000,400,names,020,216,ta,y,5,1,gd
133500,319,names,020,1005,ta,y,6,1,ta
142000,270,names,020,884,ta,y,4,0,no_fireplace
155500,528,oldtown,070,663,ta,y,7,1,gd
160000,440,names,020,1088,ta,y,6,1,ta
159950,484,names,080,1024,ta,y,6,1,gd
147000,264,names,020,1135,ta,y,6,0,no_fireplace
159500,539,names,020,655,ta,y,6,1,fa
129900,308,names,020,816,ta,y,5,0,no_fireplace
157500,484,names,020,0,no_bsmt,y,5,1,gd
147500,597,names,050,910,ta,y,6,0,no_fireplace
135000,0,names,050,720,ta,n,6,0,no_fireplace
146000,288,names,020,1150,ta,y,6,0,no_fireplace
134500,300,names,085,925,ta,y,6,0,no_fireplace
135000,240,oldtown,050,1212,ta,y,6,0,no_fireplace
139900,576,oldtown,070,712,ta,y,7,0,no_fireplace
135500,576,oldtown,190,960,ta,y,5,0,no_fireplace
139000,450,oldtown,050,816,ta,y,7,0,no_fireplace
137000,440,oldtown,190,1020,fa,n,9,0,no_fireplace
155000,432,oldtown,075,1226,ta,y,9,0,no_fireplace
144000,225,oldtown,075,815,ta,y,7,1,gd
157000,576,oldtown,070,596,fa,y,8,0,no_fireplace
140200,312,brkside,050,972,ta,y,6,1,gd
159000,420,brkside,050,1004,ta,y,7,2,gd
149000,225,brkside,050,1042,ta,y,8,1,gd
137500,288,sawyer,050,806,ta,y,7,1,ta
150000,576,sawyer,090,1921,ta,y,8,0,no_fireplace
130000,288,clearcr,080,1062,ta,y,6,0,no_fireplace
157000,246,swisu,020,1073,gd,y,4,0,no_fireplace
148000,459,sawyer,020,1051,ta,y,6,1,po
149500,440,sawyer,060,672,ta,y,6,1,ta
157000,586,sawyer,090,1949,ta,y,10,0,no_fireplace
155000,484,sawyer,020,1134,ta,y,8,1,ta
145000,364,sawyer,080,648,ta,y,3,0,no_fireplace
130000,576,sawyer,085,782,gd,y,4,0,no_fireplace
146000,504,edwards,020,967,ta,y,6,1,gd
136900,325,edwards,050,994,ta,y,7,0,no_fireplace
137000,484,landmrk,160,630,gd,y,5,0,no_fireplace
149900,528,edwards,020,1466,ta,y,6,2,gd
142500,525,edwards,180,547,gd,y,5,0,no_fireplace
137500,380,edwards,160,970,gd,y,7,0,no_fireplace
160000,312,swisu,070,624,ta,y,6,2,gd
131000,240,swisu,050,992,ta,y,6,2,ta
135000,504,mitchel,090,975,gd,y,4,0,no_fireplace
148000,528,mitchel,080,1128,ta,y,6,0,no_fireplace
146500,928,mitchel,090,1652,ta,y,8,0,no_fireplace
150900,574,mitchel,090,1728,ta,y,8,0,no_fireplace
160000,484,mitchel,020,1126,ta,y,5,1,gd
131000,576,mitchel,020,1224,ta,y,7,1,ta
131000,484,mitchel,020,864,gd,y,5,0,no_fireplace
172000,312,names,020,1329,ta,y,6,0,no_fireplace
213500,582,stonebr,120,1338,gd,y,6,0,no_fireplace
191500,506,stonebr,120,1280,gd,y,5,0,no_fireplace
189000,442,gilbert,060,994,ta,y,7,1,ta
175900,440,gilbert,060,763,gd,y,7,1,ta
180400,393,gilbert,060,789,gd,y,7,1,gd
171500,506,gilbert,020,1300,gd,y,5,1,po
212000,528,stonebr,120,1488,gd,y,4,0,no_fireplace
164000,492,gilbert,050,559,gd,y,8,0,no_fireplace
210000,500,nwames,020,1542,gd,y,7,2,ta
190000,546,nwames,020,1844,gd,y,7,1,ta
205000,484,nridght,120,1370,gd,y,6,1,gd
175500,474,nridght,160,764,gd,y,6,0,no_fireplace
192000,430,blmngtn,120,1256,gd,y,6,1,ta
180000,400,gilbert,080,384,gd,y,7,1,ta
181000,484,sawyerw,060,831,gd,y,8,0,no_fireplace
205000,463,sawyerw,060,948,gd,y,8,2,fa
194500,457,sawyerw,060,996,gd,y,7,0,no_fireplace
171000,476,sawyerw,060,650,gd,y,7,1,ta
190000,564,noridge,060,750,gd,y,8,1,ta
177500,440,somerst,160,756,gd,y,5,0,no_fireplace
205000,480,nwames,020,1610,ta,y,6,2,ta
197500,676,nwames,020,1161,ta,y,5,1,ta
178900,517,names,020,1510,ta,y,6,0,no_fireplace
180500,484,names,080,1152,ta,y,6,1,gd
197600,400,names,050,1140,ta,y,7,2,gd
172500,470,names,050,782,ta,y,6,1,gd
165500,447,names,020,1398,ta,y,6,1,gd
167500,461,names,020,1268,ta,y,6,2,gd
192000,440,names,020,1395,ta,y,7,1,ta
173000,365,clearcr,020,1422,gd,y,8,2,gd
160250,591,sawyer,090,1319,gd,y,5,2,ta
163000,480,sawyer,060,720,ta,y,7,2,ta
178000,476,sawyerw,060,741,gd,y,7,1,ta
198900,740,collgcr,020,1226,gd,y,6,0,no_fireplace
161750,299,collgcr,060,689,gd,y,6,0,no_fireplace
213000,606,collgcr,020,1473,gd,y,7,0,no_fireplace
169000,336,swisu,050,804,ta,y,10,1,gd
185000,598,blueste,120,982,gd,y,4,1,ta
201000,573,mitchel,020,1560,ex,y,7,0,no_fireplace
179781,520,timber,020,1214,gd,y,6,0,no_fireplace
169000,528,mitchel,020,1068,ta,y,7,1,ta
161000,275,mitchel,050,864,ta,y,8,0,no_fireplace
189500,470,gilbert,060,945,gd,y,7,1,ta
189000,390,gilbert,080,384,gd,y,7,1,ta
181316,409,gilbert,060,707,gd,y,7,1,ta
178000,389,gilbert,060,808,gd,y,7,1,ta
174000,343,gilbert,060,702,gd,y,6,1,ta
180500,500,gilbert,020,1424,gd,y,5,0,no_fireplace
181000,435,nwames,020,1362,gd,y,7,1,ta
200000,484,nwames,020,1427,ta,y,7,1,ta
187500,588,nwames,080,1372,gd,y,6,2,ta
184000,479,nwames,020,1140,ta,y,7,1,ta
165000,478,nwames,020,1064,gd,y,7,1,ta
184500,624,nridght,120,1306,gd,y,5,1,gd
174000,390,gilbert,060,742,gd,y,8,1,gd
174000,400,gilbert,060,684,gd,y,6,1,gd
174000,660,blmngtn,120,1373,gd,y,7,1,ta
175900,660,blmngtn,120,1386,gd,y,7,1,ta
181000,457,blmngtn,120,1346,gd,y,7,1,gd
180000,397,blmngtn,120,1220,gd,y,5,1,gd
160200,397,blmngtn,120,1145,gd,y,5,1,gd
188500,432,gilbert,060,716,gd,y,6,1,gd
200000,390,gilbert,060,1010,gd,y,8,1,ta
170000,400,gilbert,080,384,gd,y,6,1,gd
192000,400,gilbert,060,782,gd,y,8,1,gd
207500,626,nridght,120,1314,gd,y,6,1,gd
167000,400,gilbert,080,384,gd,y,7,0,no_fireplace
179000,463,gilbert,060,982,gd,y,7,1,ta
190000,394,gilbert,060,794,gd,y,7,1,ta
168000,410,gilbert,080,384,ta,y,7,1,ta
185000,400,somerst,020,1221,gd,y,6,0,no_fireplace
203000,845,sawyerw,020,1512,gd,y,6,0,no_fireplace
184900,555,sawyerw,020,1176,gd,y,5,0,no_fireplace
171500,528,sawyerw,060,816,gd,y,6,0,no_fireplace
184000,495,sawyerw,060,754,gd,y,6,0,no_fireplace
162000,465,sawyerw,060,676,gd,y,6,0,no_fireplace
164500,528,somerst,160,612,gd,y,4,0,no_fireplace
172500,440,somerst,160,729,gd,y,6,0,no_fireplace
180000,440,somerst,160,756,gd,y,4,0,no_fireplace
211500,484,greens,120,1226,gd,y,4,2,ta
185000,615,nwames,020,1442,ta,y,6,1,ta
185750,462,nwames,020,1489,ta,y,7,1,gd
200000,484,nwames,060,1107,gd,y,7,2,ta
162000,497,nwames,060,723,ta,y,6,1,ta
197900,480,nwames,080,1680,gd,y,7,1,gd
163000,502,nwames,020,1288,gd,y,6,1,fa
167900,630,nwames,020,1350,gd,y,6,1,ta
213250,583,nwames,020,1650,ex,y,7,1,ta
161500,457,nwames,020,1372,ta,y,7,1,gd
167000,472,names,020,1516,ta,y,6,0,no_fireplace
167000,418,names,020,1416,ta,y,7,2,gd
187500,530,names,020,1453,ta,y,6,1,ta
205000,486,names,060,768,ta,y,7,3,fa
193500,509,names,060,896,gd,y,8,1,gd
176000,441,names,020,1329,ta,y,5,2,gd
164900,288,names,020,1008,ta,y,6,2,ta
163000,480,names,020,1040,ta,y,6,1,po
168000,424,oldtown,070,916,ta,y,8,1,gd
179900,216,oldtown,070,672,ta,y,8,0,no_fireplace
200000,662,collgcr,020,1282,gd,y,6,1,gd
194500,632,collgcr,020,1232,gd,y,6,0,no_fireplace
173000,440,collgcr,060,704,gd,y,7,1,gd
204000,577,collgcr,020,1490,gd,y,6,0,no_fireplace
200000,492,collgcr,060,928,gd,y,7,1,ta
195000,493,collgcr,060,831,gd,y,7,0,no_fireplace
203000,577,collgcr,020,1431,gd,y,6,0,no_fireplace
198500,550,collgcr,060,840,gd,y,6,0,no_fireplace
203000,478,collgcr,020,1504,gd,y,6,1,ta
210000,511,collgcr,020,1417,gd,y,7,1,ta
191000,512,collgcr,060,880,gd,y,7,1,ta
178000,573,collgcr,020,1212,gd,y,6,0,no_fireplace
213000,451,collgcr,020,1630,gd,y,6,1,ta
190000,572,collgcr,060,864,gd,y,7,0,no_fireplace
190000,570,collgcr,020,1500,gd,y,6,0,no_fireplace
170000,440,collgcr,060,608,gd,y,6,1,gd
198500,672,edwards,085,0,no_bsmt,y,7,1,ex
197000,672,swisu,075,824,ta,y,12,2,ta
205000,440,crawfor,050,840,ta,y,6,2,ta
177500,213,crawfor,070,771,ta,y,7,2,gd
163500,432,crawfor,030,876,gd,y,5,0,no_fireplace
205000,400,crawfor,090,920,ta,y,13,2,gd
175000,576,timber,020,1392,gd,y,6,1,ta
204000,440,timber,060,712,gd,y,7,1,ta
165500,602,mitchel,085,1097,gd,y,4,1,ta
196000,714,mitchel,020,1567,ta,y,5,2,ta
173000,898,mitchel,060,784,ta,y,7,1,ta
176500,601,names,020,1184,gd,y,6,1,ta
187500,470,gilbert,060,926,ta,y,7,1,ta
177900,404,gilbert,020,1348,gd,y,7,0,no_fireplace
175000,406,gilbert,060,729,gd,y,6,1,ta
180000,506,stonebr,120,1280,gd,y,5,0,no_fireplace
183000,460,gilbert,060,932,gd,y,7,1,ta
188000,431,gilbert,060,773,gd,y,8,1,ta
188500,462,stonebr,120,1337,gd,y,5,1,ta
175500,576,nwames,020,1422,gd,y,7,1,ta
161000,461,nwames,020,1211,gd,y,6,1,po
175000,540,nwames,020,1126,gd,y,6,0,no_fireplace
185000,489,nwames,060,738,gd,y,7,1,ta
192000,484,nridght,120,1367,gd,y,6,1,gd
195000,644,blmngtn,120,1415,gd,y,6,1,ta
190000,400,gilbert,080,856,gd,y,5,0,no_fireplace
213000,434,gilbert,060,847,gd,y,9,1,gd
185900,450,gilbert,060,831,gd,y,7,1,ta
212700,588,somerst,020,1363,gd,y,6,0,no_fireplace
182000,480,somerst,020,1428,gd,y,6,0,no_fireplace
205950,562,somerst,060,813,gd,y,7,0,no_fireplace
173000,520,sawyerw,060,798,gd,y,6,0,no_fireplace
170000,483,sawyerw,020,1162,gd,y,6,0,no_fireplace
182000,525,sawyerw,060,754,gd,y,6,0,no_fireplace
163000,474,sawyerw,060,886,gd,y,7,0,no_fireplace
190500,627,sawyerw,060,827,gd,y,7,0,no_fireplace
193000,533,sawyerw,120,1604,gd,y,5,1,fa
192000,484,veenker,020,1430,ta,y,6,2,ta
196000,530,somerst,120,1391,gd,y,5,0,no_fireplace
171900,625,somerst,160,625,gd,y,5,0,no_fireplace
172900,440,somerst,160,744,gd,y,6,0,no_fireplace
170000,462,somerst,160,672,gd,y,5,0,no_fireplace
200000,480,somerst,160,960,gd,y,7,0,no_fireplace
162500,516,veenker,020,1232,gd,y,6,0,no_fireplace
205000,469,somerst,060,952,gd,y,7,1,ta
183000,516,nwames,080,1427,ta,y,7,0,no_fireplace
170000,464,nwames,060,825,gd,y,7,0,no_fireplace
173000,484,nwames,060,800,ta,y,7,0,no_fireplace
178400,588,names,085,944,ta,y,6,0,no_fireplace
176000,486,nwames,060,832,ta,y,9,1,gd
174900,490,names,080,1127,ta,y,6,0,no_fireplace
165500,377,names,080,992,ta,y,8,1,ta
201800,492,names,060,864,ta,y,8,2,gd
163000,504,names,020,1362,ta,y,6,1,ta
163000,433,names,020,1261,ta,y,6,1,ta
166800,441,names,020,1395,ta,y,5,1,ta
166000,458,names,020,1392,ta,y,6,2,gd
167900,442,names,060,780,ta,y,7,0,no_fireplace
200000,484,oldtown,050,1362,gd,y,6,0,no_fireplace
161000,360,oldtown,070,689,ta,y,7,1,gd
164900,240,brkside,050,981,ta,y,6,1,gd
162900,360,brkside,050,1078,ta,y,8,1,gd
161000,228,oldtown,070,588,ta,y,7,1,gd
185000,621,sawyer,020,988,ta,y,4,1,ta
192000,505,clearcr,060,1160,gd,y,8,1,ta
185000,396,edwards,050,1163,gd,y,8,1,gd
200000,603,clearcr,060,616,gd,y,8,0,no_fireplace
188000,527,collgcr,060,880,gd,y,8,0,no_fireplace
185000,721,collgcr,090,1838,gd,y,8,0,no_fireplace
208500,548,collgcr,060,856,gd,y,8,0,no_fireplace
186500,470,collgcr,020,1445,gd,y,6,0,no_fireplace
165400,397,edwards,060,746,gd,y,7,1,gd
160500,440,edwards,060,684,ta,y,6,1,ta
179500,240,swisu,075,720,ta,y,8,1,gd
161900,480,swisu,090,960,ta,y,10,2,gd
177000,308,crawfor,070,840,gd,y,8,0,no_fireplace
198000,240,crawfor,050,942,ta,y,7,1,gd
213000,816,mitchel,060,910,gd,y,8,1,ta
171000,358,mitchel,080,1096,ta,y,6,1,po
171500,473,mitchel,020,1196,ta,y,6,2,fa
167500,400,timber,080,384,gd,y,7,0,no_fireplace
184000,616,timber,020,1606,gd,y,7,1,ta
180000,578,timber,020,1256,gd,y,6,1,fa
175000,600,timber,080,1461,gd,y,5,1,fa
160500,392,mitchel,120,1189,ex,y,4,0,no_fireplace
172000,530,mitchel,060,784,ta,y,7,1,po
168000,373,gilbert,060,806,gd,y,7,1,ta
177000,388,gilbert,060,794,gd,y,6,0,no_fireplace
169000,460,gilbert,060,916,gd,y,7,1,ta
180000,451,gilbert,060,923,gd,y,7,1,ta
178750,420,gilbert,060,691,gd,y,6,0,no_fireplace
176000,402,gilbert,020,1237,gd,y,6,1,ta
163900,392,gilbert,080,384,gd,y,7,1,ta
207500,577,stonebr,160,1190,gd,y,6,1,ta
178000,477,nwames,080,585,gd,y,7,1,ta
192000,481,nwames,060,780,gd,y,9,1,ta
195000,551,nwames,060,848,ta,y,8,1,ta
197000,550,nwames,060,539,ta,y,6,1,ta
170000,944,nwames,020,1625,ta,y,6,1,ta
175000,487,nwames,020,1484,gd,y,7,1,ta
175000,539,nwames,060,702,ta,y,7,1,gd
174000,585,nwames,080,1228,gd,y,5,1,fa
184000,484,names,060,725,ta,y,7,0,no_fireplace
194700,460,nridght,120,1362,gd,y,6,1,gd
200000,631,nridght,120,1302,gd,y,5,1,gd
207000,460,nridght,120,1362,gd,y,6,1,gd
209500,627,nridght,120,1554,gd,y,6,1,gd
202500,484,nridght,120,1370,gd,y,6,1,gd
181755,572,gilbert,060,768,gd,y,7,0,no_fireplace
176000,400,gilbert,060,768,gd,y,6,1,gd
168165,454,gilbert,060,608,gd,y,6,0,no_fireplace
203000,388,gilbert,020,1326,gd,y,6,0,no_fireplace
176485,436,gilbert,020,1302,gd,y,6,0,no_fireplace
181134,396,gilbert,020,1340,gd,y,6,0,no_fireplace
177594,400,gilbert,060,728,gd,y,7,0,no_fireplace
173500,462,gilbert,020,1246,gd,y,6,0,no_fireplace
172500,648,blmngtn,120,1258,ex,y,6,1,gd
194201,648,blmngtn,120,1258,ex,y,7,1,gd
185485,388,blmngtn,020,1266,gd,y,6,1,gd
188500,437,gilbert,080,835,gd,y,5,0,no_fireplace
206580,534,gilbert,020,1510,gd,y,6,1,gd
165500,400,gilbert,080,384,gd,y,7,1,ta
211000,434,gilbert,060,847,gd,y,8,1,gd
170000,400,gilbert,080,384,gd,y,8,1,ta
162000,400,gilbert,060,660,gd,y,6,0,no_fireplace
185000,460,gilbert,060,941,gd,y,7,1,ta
208900,598,somerst,020,1338,gd,y,6,0,no_fireplace
212109,561,somerst,060,725,gd,y,8,0,no_fireplace
201000,471,sawyerw,060,928,gd,y,7,0,no_fireplace
171000,611,sawyer,085,1390,gd,y,6,2,ta
166000,484,somerst,120,1141,gd,y,5,0,no_fireplace
208900,466,somerst,120,1352,ex,y,5,1,gd
207500,528,somerst,120,1550,gd,y,5,0,no_fireplace
176500,440,somerst,160,744,gd,y,6,1,ta
168500,440,somerst,160,756,gd,y,4,1,ta
177000,440,somerst,160,756,gd,y,4,0,no_fireplace
177000,440,somerst,160,756,gd,y,5,1,ta
204000,625,somerst,020,1339,gd,y,5,0,no_fireplace
