"sale_price","garage_area","neighborhood","ms_sub_class","total_bsmt_sf","bsmt_qual","central_air","tot_rms_abv_grd","fireplaces","fireplace_qu","gr_liv_area","lot_area","year_built","overall_qual","garage_cars","garage_qual","ms_zoning","lot_config","bldg_type"
173000,478,"nridg_ht",120,1405,"gd","y",6,1,"ta",1405,3480,2003,7,2,"ta","rl","inside","twhs_ext"
174000,390,"gilbert",60,742,"gd","y",8,1,"gd",1484,12589,2005,6,2,"ta","rl","inside","one_fam"
174000,400,"gilbert",60,684,"gd","y",6,1,"gd",1560,11911,2005,6,2,"ta","rl","inside","one_fam"
175900,660,"blmngtn",120,1386,"gd","y",7,1,"ta",1569,3635,2007,7,3,"ta","rl","inside","twhs_ext"
181000,457,"blmngtn",120,1346,"gd","y",7,1,"gd",1504,3182,2005,7,2,"ta","rl","inside","twhs_ext"
180000,397,"blmngtn",120,1220,"gd","y",5,1,"gd",1220,3182,2005,7,2,"ta","rl","inside","twhs_ext"
160200,397,"blmngtn",120,1145,"gd","y",5,1,"gd",1145,3182,2005,7,2,"ta","rl","inside","twhs_ext"
188500,432,"gilbert",60,716,"gd","y",6,1,"gd",1432,7795,2004,7,2,"ta","rl","inside","one_fam"
170000,400,"gilbert",80,384,"gd","y",6,1,"gd",1374,9434,2004,7,2,"ta","rl","inside","one_fam"
192000,400,"gilbert",60,782,"gd","y",8,1,"gd",1489,8965,2003,7,2,"ta","rl","inside","one_fam"
244000,390,"gilbert",60,992,"gd","y",7,1,"ta",2054,12224,2000,6,2,"ta","rl","corner","one_fam"
167000,400,"gilbert",80,384,"gd","y",7,0,"none",1374,9734,2004,7,2,"ta","rl","inside","one_fam"
179000,463,"gilbert",60,982,"gd","y",7,1,"ta",1800,8123,2000,6,2,"ta","rl","inside","one_fam"
190000,394,"gilbert",60,794,"gd","y",7,1,"ta",1514,8433,2000,6,2,"ta","rl","inside","one_fam"
156000,400,"gilbert",80,384,"gd","y",7,1,"ta",1430,7750,1999,7,2,"ta","rl","inside","one_fam"
245000,658,"gilbert",60,1177,"gd","y",8,1,"ta",2312,15896,1999,7,3,"ta","rl","cul_d_sac","one_fam"
168000,410,"gilbert",80,384,"ta","y",7,1,"ta",1430,7848,1999,7,2,"ta","rl","inside","one_fam"
337000,856,"no_ridge",60,1252,"gd","y",8,1,"gd",2365,9430,1999,8,3,"ta","rl","inside","one_fam"
336000,676,"no_ridge",60,1225,"gd","y",8,1,"ta",2612,12203,1998,8,3,"ta","rl","corner","one_fam"
315000,815,"no_ridge",20,2024,"gd","y",7,2,"gd",2063,10750,1994,8,3,"ta","rl","cul_d_sac","one_fam"
260000,656,"no_ridge",60,1347,"gd","y",9,1,"ta",2646,9900,1993,7,3,"ta","rl","inside","one_fam"
260000,647,"no_ridge",60,1070,"gd","y",7,1,"ta",2061,9085,1995,7,2,"ta","rl","inside","one_fam"
402000,711,"no_ridge",60,1629,"gd","y",8,1,"ta",2448,46589,1994,8,3,"ta","rl","cul_d_sac","one_fam"
248000,467,"no_ridge",60,973,"gd","y",7,1,"gd",1850,29959,1994,7,2,"ta","rl","fr2","one_fam"
287090,840,"somerst",20,1573,"gd","y",7,1,"gd",1578,9262,2008,8,3,"ta","rl","inside","one_fam"
253000,689,"somerst",60,1113,"gd","y",8,1,"gd",1971,9675,2005,7,2,"ta","rl","inside","one_fam"
252678,644,"somerst",60,900,"gd","y",7,1,"ta",1852,8640,2009,7,2,"ta","fv","inside","one_fam"
210000,676,"somerst",60,768,"gd","y",6,0,"none",1590,9000,2008,8,2,"ta","fv","inside","one_fam"
225000,529,"somerst",20,1436,"ex","y",6,0,"none",1436,7993,2008,7,2,"ta","fv","inside","one_fam"
229800,625,"somerst",20,1402,"gd","y",7,0,"none",1402,8640,2008,7,2,"ta","fv","inside","one_fam"
238500,692,"somerst",20,1372,"gd","y",6,1,"gd",1448,7500,2006,8,2,"ta","fv","inside","one_fam"
310000,812,"somerst",60,1017,"ex","y",10,1,"ex",2007,11003,2008,10,3,"ta","fv","inside","one_fam"
270000,782,"somerst",60,900,"ex","y",8,1,"gd",1795,10603,2006,8,3,"ta","fv","inside","one_fam"
252000,1043,"somerst",60,1082,"gd","y",9,1,"gd",1953,10574,2005,8,3,"ta","fv","inside","one_fam"
241000,438,"somerst",60,1092,"gd","y",7,0,"none",1550,8125,2006,7,2,"ta","fv","inside","one_fam"
264500,517,"somerst",20,1836,"gd","y",8,1,"gd",1836,8125,2008,8,2,"ta","fv","corner","one_fam"
263000,615,"somerst",60,912,"gd","y",8,1,"gd",2094,9375,2003,7,2,"ta","fv","inside","one_fam"
234500,588,"somerst",20,1553,"gd","y",6,0,"none",1553,8736,2003,7,2,"ta","fv","inside","one_fam"
203000,845,"sawyer_w",20,1512,"gd","y",6,0,"none",1512,10141,2004,8,3,"ta","rl","inside","one_fam"
184900,555,"sawyer_w",20,1176,"gd","y",5,0,"none",1200,10083,2003,7,2,"ta","rl","inside","one_fam"
159000,576,"sawyer_w",20,1114,"gd","y",6,0,"none",1114,13072,2004,7,2,"ta","rl","inside","one_fam"
142000,0,"sawyer_w",20,1114,"gd","y",6,0,"none",1114,13072,2004,5,0,"none","rl","inside","one_fam"
224243,788,"sawyer_w",20,1450,"gd","y",6,0,"none",1450,7328,2008,7,3,"ta","rl","inside","one_fam"
257000,620,"sawyer_w",20,1844,"gd","y",7,1,"gd",1844,10994,2005,8,2,"ta","rl","corner","one_fam"
171500,528,"sawyer_w",60,816,"gd","y",6,0,"none",1730,7703,1992,6,2,"ta","rl","inside","one_fam"
145000,542,"sawyer_w",120,1332,"gd","y",5,0,"none",1332,7175,1990,6,2,"ta","rl","inside","twhs_ext"
184000,495,"sawyer_w",60,754,"gd","y",6,0,"none",1540,9109,1994,7,2,"ta","rl","inside","one_fam"
162000,465,"sawyer_w",60,676,"gd","y",6,0,"none",1400,10274,1986,6,2,"ta","rl","cul_d_sac","one_fam"
135000,484,"sawyer",20,980,"ta","y",6,0,"none",980,7064,1977,5,2,"ta","rl","inside","one_fam"
141000,732,"sawyer",20,864,"ta","y",5,0,"none",864,8499,1961,5,2,"ta","rl","corner","one_fam"
122000,440,"sawyer",20,864,"ta","y",5,0,"none",864,9079,1961,5,1,"ta","rl","inside","one_fam"
124100,288,"sawyer",20,1024,"ta","y",5,0,"none",1020,9316,1965,5,1,"ta","rl","inside","one_fam"
131400,264,"sawyer",20,864,"ta","y",6,1,"ta",1144,10000,1961,5,1,"ta","rl","corner","one_fam"
62383,360,"sawyer",20,864,"ta","y",5,1,"po",864,8281,1965,5,1,"ta","rl","inside","one_fam"
275000,864,"veenker",20,2014,"gd","y",6,2,"gd",2014,15676,1980,8,3,"ta","rl","inside","one_fam"
280750,704,"somerst",160,1376,"gd","y",9,1,"ta",3005,2880,2004,7,3,"ta","fv","inside","twhs_int"
164500,528,"somerst",160,612,"gd","y",4,0,"none",1224,3951,2009,6,2,"ta","fv","corner","twhs_ext"
222000,561,"somerst",120,1726,"gd","y",6,1,"gd",1726,3830,2008,6,2,"ta","fv","inside","twhs_ext"
172500,440,"somerst",160,729,"gd","y",6,0,"none",1471,3230,1999,6,2,"ta","fv","inside","twhs_ext"
180000,440,"somerst",160,756,"gd","y",4,0,"none",1512,2998,2000,6,2,"ta","fv","inside","twhs_ext"
211500,484,"greens",120,1226,"gd","y",4,2,"ta",1226,3782,1981,8,2,"ta","rl","cul_d_sac","twhs_ext"
241600,540,"veenker",20,1740,"gd","y",7,0,"none",1740,15417,1981,7,2,"ta","rl","inside","one_fam"
150000,490,"sawyer",20,1281,"ta","y",8,1,"ta",1620,9991,1976,4,2,"ta","rl","corner","one_fam"
185000,615,"nw_ames",20,1442,"ta","y",6,1,"ta",1442,11717,1970,6,2,"ta","rl","inside","one_fam"
185750,462,"nw_ames",20,1489,"ta","y",7,1,"gd",1489,9156,1968,6,2,"ta","rl","inside","one_fam"
162000,497,"nw_ames",60,723,"ta","y",6,1,"ta",1395,12936,1972,6,2,"ta","rl","cul_d_sac","one_fam"
197900,480,"nw_ames",80,1680,"gd","y",7,1,"gd",1724,17871,1967,6,2,"ta","rl","cul_d_sac","one_fam"
113000,336,"nw_ames",20,1216,"ta","y",5,0,"none",1216,9000,1969,6,1,"ta","rl","inside","one_fam"
167900,630,"nw_ames",20,1350,"gd","y",6,1,"ta",1334,9650,1977,6,2,"ta","rl","inside","one_fam"
213250,583,"nw_ames",20,1650,"ex","y",7,1,"ta",1680,10140,1998,7,2,"ta","rl","inside","one_fam"
227000,528,"nw_ames",60,810,"gd","y",6,0,"none",1665,8400,2001,8,2,"ta","rl","inside","one_fam"
161500,457,"nw_ames",20,1372,"ta","y",7,1,"gd",1342,9790,1967,6,2,"ta","rl","inside","one_fam"
118000,308,"n_ames",20,864,"ta","y",5,0,"none",864,8125,1959,5,1,"ta","rl","inside","one_fam"
153000,610,"n_ames",20,1313,"ta","y",6,1,"ta",1313,9350,1961,5,2,"ta","rl","inside","one_fam"
124500,270,"n_ames",20,1041,"ta","y",6,0,"none",1041,9600,1959,5,1,"ta","rl","corner","one_fam"
174500,368,"n_ames",80,1208,"ta","y",7,1,"po",1576,11475,1961,6,2,"ta","rl","corner","one_fam"
167000,418,"n_ames",20,1416,"ta","y",7,2,"gd",1644,9600,1953,6,2,"ta","rl","inside","one_fam"
128900,338,"n_ames",20,1050,"ta","y",5,0,"none",1050,9600,1956,5,1,"ta","rl","inside","one_fam"
140000,271,"n_ames",50,856,"ta","y",6,0,"none",1668,9600,1950,6,1,"ta","rl","inside","one_fam"
205000,486,"n_ames",60,768,"ta","y",7,3,"fa",1986,13600,1965,7,2,"ta","rl","inside","one_fam"
193500,509,"n_ames",60,896,"gd","y",8,1,"gd",2142,13000,1968,6,1,"ta","rl","corner","one_fam"
104900,368,"n_ames",50,715,"ta","y",7,1,"gd",1738,12513,1920,4,1,"ta","rl","fr2","one_fam"
150000,286,"n_ames",20,1169,"ta","y",6,0,"none",1144,8760,1956,5,1,"ta","rl","inside","one_fam"
176000,441,"n_ames",20,1329,"ta","y",5,2,"gd",1329,12285,1960,7,2,"ta","rl","inside","one_fam"
139000,338,"n_ames",20,1240,"ta","y",6,1,"gd",1632,9600,1958,6,1,"ta","rl","inside","one_fam"
120000,304,"n_ames",20,1202,"ta","y",6,0,"none",1202,8750,1956,5,1,"ta","rl","inside","one_fam"
153000,350,"n_ames",20,1382,"ta","y",6,0,"none",1382,8750,1955,5,1,"ta","rl","inside","one_fam"
153000,498,"n_ames",20,1297,"ta","y",5,1,"ta",1297,8532,1954,5,2,"ta","rl","inside","one_fam"
131000,297,"n_ames",20,1062,"ta","y",6,0,"none",1062,8128,1954,6,1,"ta","rl","cul_d_sac","one_fam"
123000,270,"n_ames",20,608,"ta","y",5,0,"none",1319,10634,1953,5,1,"ta","rl","inside","one_fam"
115000,672,"n_ames",20,1005,"ta","y",5,1,"ta",1005,10434,1955,4,2,"fa","rl","inside","one_fam"
164900,288,"n_ames",20,1008,"ta","y",6,2,"ta",1363,14559,1951,5,1,"ta","rl","inside","one_fam"
145500,230,"n_ames",20,1031,"ta","y",5,0,"none",1031,7626,1952,5,1,"ta","rl","inside","one_fam"
102900,616,"n_ames",20,0,"none","y",7,0,"none",1210,9533,1953,5,1,"ta","rl","inside","one_fam"
95000,420,"old_town",190,978,"fa","y",7,0,"none",1699,10615,1900,3,2,"fa","rl","corner","two_fam"
99900,366,"old_town",20,792,"ta","y",4,0,"none",792,5470,1958,3,1,"fa","rl","inside","one_fam"
109500,240,"old_town",30,768,"ta","y",5,0,"none",792,9022,1924,5,1,"fa","rl","inside","one_fam"
142900,528,"old_town",50,1313,"ta","y",8,1,"ta",2377,10410,1915,4,2,"ta","rl","inside","one_fam"
105000,338,"old_town",50,840,"ta","y",6,0,"none",1374,5400,1920,4,1,"ta","rl","corner","one_fam"
190000,907,"n_ames",90,1248,"ta","y",12,0,"none",2544,9671,1969,6,3,"ta","rl","corner","duplex"
154000,364,"n_ames",20,1380,"ta","y",6,0,"none",1380,10143,1963,6,1,"ta","rl","inside","one_fam"
163000,480,"n_ames",20,1040,"ta","y",6,1,"po",1040,11500,1967,6,2,"ta","rl","inside","one_fam"
200000,968,"n_ames",90,1248,"ta","y",12,0,"none",2634,11643,1969,5,4,"ta","rl","inside","duplex"
143500,480,"n_ames",20,951,"ta","y",6,0,"none",951,8010,1958,6,2,"ta","rl","inside","one_fam"
153000,756,"n_ames",20,992,"ta","y",5,0,"none",1306,8712,1957,5,1,"ta","rl","inside","one_fam"
157500,498,"n_ames",20,1478,"ta","y",6,2,"gd",1478,17600,1960,6,2,"ta","rl","inside","one_fam"
133000,288,"n_ames",40,832,"ta","y",6,1,"gd",1268,12144,1949,5,1,"ta","rl","inside","one_fam"
92900,400,"n_ames",90,0,"none","n",6,0,"none",1040,8544,1950,3,2,"ta","rl","corner","duplex"
128500,900,"n_ames",50,795,"ta","n",5,0,"none",1133,8064,1950,6,2,"ta","rl","inside","one_fam"
138000,240,"n_ames",50,1208,"ta","y",7,0,"none",1904,7200,1950,5,1,"ta","rl","inside","one_fam"
139000,294,"n_ames",20,1029,"ta","y",6,0,"none",1339,7560,1958,5,1,"ta","rl","inside","one_fam"
138000,288,"n_ames",80,528,"gd","y",6,0,"none",1183,8000,1959,5,1,"ta","rl","inside","one_fam"
135000,576,"n_ames",50,864,"ta","y",6,0,"none",1495,8064,1948,6,2,"ta","rl","corner","one_fam"
144750,483,"n_ames",60,780,"ta","y",8,0,"none",1806,7570,1964,6,2,"ta","rl","corner","one_fam"
109500,308,"n_ames",20,894,"ta","n",5,0,"none",894,6600,1962,5,1,"ta","rl","inside","one_fam"
110000,440,"old_town",50,440,"ta","y",5,0,"none",1230,10440,1910,5,2,"ta","rm","corner","one_fam"
130000,472,"old_town",50,240,"ta","y",6,0,"none",1306,15660,1910,5,2,"fa","rm","inside","one_fam"
129000,0,"old_town",70,504,"ta","y",7,0,"none",1464,9900,1910,5,0,"none","rm","corner","one_fam"
94550,0,"old_town",190,600,"fa","n",8,0,"none",1701,7627,1920,4,0,"none","rm","corner","two_fam"
124500,400,"old_town",90,960,"ta","y",10,0,"none",1960,7596,1952,5,2,"ta","rm","inside","duplex"
103000,0,"old_town",50,801,"fa","n",6,0,"none",1447,10134,1910,5,0,"none","rm","inside","one_fam"
129500,308,"old_town",50,768,"ta","y",6,0,"none",1328,6000,1950,5,1,"ta","rm","inside","one_fam"
93000,256,"old_town",190,811,"ta","y",7,0,"none",1387,6000,1954,5,1,"ta","rm","inside","two_fam"
45000,308,"old_town",30,0,"none","n",4,0,"none",612,5925,1940,2,1,"ta","rm","corner","one_fam"
37900,0,"old_town",50,600,"ta","n",6,0,"none",968,5925,1910,3,0,"none","rm","inside","one_fam"
99500,287,"old_town",30,624,"fa","y",5,0,"none",792,8520,1923,5,1,"ta","rm","inside","one_fam"
113000,0,"old_town",190,736,"ta","y",8,0,"none",1452,4456,1920,4,0,"none","rm","inside","two_fam"
110000,240,"old_town",50,720,"ta","y",5,0,"none",1284,3500,1947,5,1,"ta","rm","inside","one_fam"
119000,280,"old_town",70,624,"ta","y",5,1,"gd",1288,3600,1917,6,1,"ta","rm","inside","one_fam"
168000,424,"old_town",70,916,"ta","y",8,1,"gd",1742,17671,1882,8,2,"ta","rm","corner","one_fam"
146500,640,"old_town",70,741,"ta","y",8,0,"none",1521,9720,1910,6,3,"ta","rm","inside","one_fam"
34900,0,"idotrr",30,720,"ta","n",4,0,"none",720,7879,1920,4,0,"none","c","inside","one_fam"
149000,216,"brk_side",30,1022,"ta","n",6,1,"gd",1432,6615,1923,6,1,"fa","rl","inside","one_fam"
137000,336,"brk_side",70,297,"ta","y",7,1,"gd",1654,4960,1930,5,1,"ta","rl","inside","one_fam"
121000,192,"brk_side",30,952,"ta","n",4,1,"gd",952,8854,1916,6,1,"fa","rl","inside","one_fam"
128000,240,"brk_side",50,672,"ta","y",6,0,"none",1324,6000,1936,4,1,"ta","rm","inside","one_fam"
117000,216,"brk_side",50,884,"ta","y",5,1,"fa",1348,6000,1925,5,1,"ta","rm","corner","one_fam"
132500,280,"brk_side",50,780,"ta","y",6,1,"gd",1412,6000,1939,6,1,"ta","rm","inside","one_fam"
119000,180,"brk_side",45,884,"ta","y",4,0,"none",904,6000,1926,6,1,"ta","rm","inside","one_fam"
100000,440,"brk_side",30,1145,"ta","y",5,0,"none",1301,6911,1924,5,2,"ta","rm","fr2","one_fam"
141500,576,"brk_side",50,927,"ta","y",5,0,"none",1539,6120,1936,5,2,"ta","rm","corner","one_fam"
133000,240,"brk_side",50,884,"ta","y",6,0,"none",1573,6120,1935,4,1,"ta","rm","inside","one_fam"
60000,0,"brk_side",30,264,"ta","n",4,1,"po",800,6120,1936,2,0,"none","rm","inside","one_fam"
115000,264,"brk_side",30,960,"ta","y",5,0,"none",995,6120,1925,5,1,"ta","rm","inside","one_fam"
150000,250,"brk_side",50,952,"ta","y",6,1,"gd",1582,6120,1938,5,1,"fa","rm","inside","one_fam"
214500,441,"brk_side",75,844,"ta","n",10,0,"none",2134,11888,1916,6,2,"ta","rl","inside","one_fam"
155000,576,"old_town",70,1048,"ta","y",8,0,"none",1768,8094,1915,6,2,"fa","rm","inside","one_fam"
179900,216,"old_town",70,672,"ta","y",8,0,"none",1944,9928,1915,7,1,"ta","rm","inside","one_fam"
62500,0,"old_town",90,1040,"ta","n",11,0,"none",2128,3000,1922,5,0,"none","rm","inside","duplex"
97500,0,"old_town",190,1020,"ta","n",9,0,"none",1864,5852,1902,7,0,"none","rm","corner","two_fam"
179000,0,"edwards",90,1200,"gd","y",5,0,"none",1200,10800,1987,5,0,"none","rl","inside","duplex"
61000,0,"edwards",30,683,"fa","n",4,0,"none",904,10020,1922,1,0,"none","rl","inside","one_fam"
63000,226,"edwards",50,585,"ta","n",6,0,"none",1112,9780,1934,5,1,"po","rl","inside","one_fam"
139000,480,"sawyer",20,1121,"ta","y",5,0,"none",1121,8816,1963,5,2,"ta","rl","corner","one_fam"
113500,668,"sawyer",20,1052,"ta","y",6,1,"po",1052,11625,1967,5,1,"ta","rl","inside","one_fam"
149900,504,"sawyer",85,456,"gd","y",5,1,"fa",1034,8014,1978,6,2,"ta","rl","cul_d_sac","one_fam"
165000,336,"clear_cr",80,825,"ta","y",9,1,"ta",2071,15584,1956,5,1,"ta","rl","inside","one_fam"
161500,304,"clear_cr",50,1104,"ta","y",8,2,"ta",1788,11250,1957,4,1,"ta","rl","inside","one_fam"
139600,452,"edwards",20,0,"none","y",8,1,"gd",1733,13680,1955,3,2,"ta","rl","cul_d_sac","one_fam"
127500,480,"edwards",20,1436,"ta","y",7,1,"gd",1689,9855,1956,6,2,"ta","rl","corner","one_fam"
125000,252,"edwards",20,1089,"gd","y",5,1,"gd",1089,7440,1954,5,1,"ta","rl","inside","one_fam"
139500,266,"edwards",120,1049,"gd","y",5,0,"none",1049,4235,1984,5,1,"ta","rl","inside","twhs_ext"
131000,281,"edwards",50,768,"ta","y",8,1,"gd",1716,11409,1949,5,1,"ta","rl","inside","one_fam"
105000,280,"edwards",50,560,"ta","y",6,0,"none",1258,9060,1939,6,1,"ta","rl","inside","one_fam"
156500,576,"sawyer_w",80,520,"gd","y",5,1,"po",1338,19255,1983,6,2,"ta","rl","inside","one_fam"
271900,701,"sawyer_w",20,2158,"gd","y",7,1,"ta",2196,14684,1990,7,3,"ta","rl","cul_d_sac","one_fam"
213000,425,"sawyer_w",60,740,"gd","y",7,1,"ta",1775,9317,1993,7,2,"ta","rl","inside","one_fam"
239900,473,"sawyer_w",60,1079,"gd","y",8,1,"ta",1879,10560,1993,7,2,"ta","rl","corner","one_fam"
239500,466,"sawyer_w",60,1128,"gd","y",8,1,"ta",2020,9828,1995,8,2,"ta","rl","inside","one_fam"
131000,576,"sawyer_w",70,0,"none","y",7,1,"ta",2016,26400,1880,5,2,"ta","rl","fr2","one_fam"
118964,410,"sawyer_w",90,0,"none","y",8,0,"none",1535,7018,1979,5,2,"ta","rl","inside","duplex"
147983,720,"sawyer_w",90,0,"none","y",8,0,"none",2228,7018,1979,5,2,"ta","rl","inside","duplex"
142953,528,"sawyer_w",90,0,"none","y",12,0,"none",2240,7018,1979,5,2,"ta","rl","inside","duplex"
113722,400,"sawyer_w",90,0,"none","y",8,0,"none",1513,7007,1979,5,2,"ta","rl","inside","duplex"
269500,820,"sawyer_w",90,1168,"ex","y",8,2,"ta",2787,11855,2000,7,4,"ta","rl","inside","duplex"
269500,820,"sawyer_w",90,1168,"ex","y",8,2,"ta",2787,7976,2000,7,4,"ta","rl","inside","duplex"
323262,1138,"collg_cr",20,1555,"ex","y",8,1,"gd",1680,10933,2009,9,3,"ta","rl","inside","one_fam"
295493,860,"collg_cr",20,1622,"ex","y",8,1,"gd",1630,10226,2008,8,3,"ta","rl","inside","one_fam"
332000,846,"collg_cr",20,1720,"ex","y",8,1,"gd",1720,10816,2008,9,3,"ta","rl","inside","one_fam"
239900,904,"collg_cr",20,1468,"gd","y",6,1,"gd",1468,9178,2008,8,3,"ta","rl","inside","one_fam"
239000,702,"collg_cr",20,1800,"ex","y",7,0,"none",1800,11923,2007,9,2,"ta","rl","corner","one_fam"
200000,662,"collg_cr",20,1282,"gd","y",6,1,"gd",1290,6762,2007,7,2,"ta","rl","inside","one_fam"
237000,844,"collg_cr",20,1498,"ex","y",7,1,"gd",1498,11645,2005,8,3,"ta","rl","inside","one_fam"
233500,525,"clear_cr",60,1449,"gd","y",7,1,"ta",1759,16698,1992,7,2,"ta","rl","cul_d_sac","one_fam"
152000,576,"collg_cr",20,1040,"gd","y",6,0,"none",1040,12464,1996,5,2,"ta","rl","corner","one_fam"
138000,480,"collg_cr",20,990,"gd","y",5,0,"none",990,8072,1994,5,2,"ta","rl","inside","one_fam"
197900,546,"collg_cr",60,866,"gd","y",6,0,"none",1779,10400,1998,7,2,"ta","rl","corner","one_fam"
204000,577,"collg_cr",20,1490,"gd","y",6,0,"none",1501,10335,1999,7,2,"ta","rl","inside","one_fam"
192000,666,"collg_cr",20,1431,"gd","y",6,0,"none",1431,9017,1999,7,2,"ta","rl","inside","one_fam"
200000,492,"collg_cr",60,928,"gd","y",7,1,"ta",1772,8750,1998,6,2,"ta","rl","inside","one_fam"
195000,493,"collg_cr",60,831,"gd","y",7,0,"none",1660,8935,2002,7,2,"ta","rl","inside","one_fam"
227000,544,"collg_cr",20,1573,"gd","y",6,0,"none",1573,9808,2002,7,2,"ta","rl","inside","one_fam"
230000,622,"collg_cr",60,944,"gd","y",6,0,"none",1840,12420,2001,7,2,"ta","rl","inside","one_fam"
187100,605,"collg_cr",20,1413,"gd","y",6,0,"none",1430,16285,2001,7,2,"ta","rl","inside","one_fam"
203000,577,"collg_cr",20,1431,"gd","y",6,0,"none",1444,10739,2002,7,2,"ta","rl","inside","one_fam"
201000,608,"collg_cr",20,1492,"gd","y",6,1,"ta",1492,11166,2001,7,2,"ta","rl","inside","one_fam"
134900,444,"collg_cr",20,914,"ta","y",5,0,"none",914,6950,1979,5,2,"ta","rl","inside","one_fam"
150500,484,"collg_cr",20,1040,"gd","y",5,0,"none",1040,8800,1977,5,2,"ta","rl","inside","one_fam"
133000,396,"collg_cr",85,768,"gd","y",5,0,"none",768,8445,1972,5,2,"ta","rl","corner","one_fam"
261500,531,"collg_cr",60,1299,"gd","y",7,1,"ta",1872,11885,2001,8,2,"ta","rl","inside","one_fam"
211000,608,"collg_cr",60,944,"gd","y",6,0,"none",1870,11250,2001,7,2,"ta","rl","corner","one_fam"
203000,478,"collg_cr",20,1504,"gd","y",6,1,"ta",1504,11883,1996,7,2,"ta","rl","inside","one_fam"
279500,523,"collg_cr",20,1822,"ex","y",7,1,"gd",1828,12782,2002,8,2,"ta","rl","inside","one_fam"
210000,511,"collg_cr",20,1417,"gd","y",7,1,"ta",1417,8750,1997,7,2,"ta","rl","inside","one_fam"
219500,645,"collg_cr",60,1057,"gd","y",8,0,"none",2034,9375,1997,7,2,"ta","rl","inside","one_fam"
191000,512,"collg_cr",60,880,"gd","y",7,1,"ta",1716,8750,1996,7,2,"ta","rl","inside","one_fam"
178000,573,"collg_cr",20,1212,"gd","y",6,0,"none",1212,9100,2001,7,2,"ta","rl","inside","one_fam"
140000,420,"collg_cr",120,848,"gd","y",4,0,"none",848,4435,2003,6,2,"ta","rm","inside","twhs_ext"
190000,570,"collg_cr",20,1500,"gd","y",6,0,"none",1500,8487,2004,7,2,"ta","rl","fr2","one_fam"
170000,440,"collg_cr",60,608,"gd","y",6,1,"gd",1396,11069,2007,6,2,"ta","rl","corner","one_fam"
167000,480,"edwards",20,1486,"ta","y",7,0,"none",1486,9937,1964,5,2,"ta","rl","corner","one_fam"
198500,672,"edwards",85,0,"none","y",7,1,"ex",1922,7301,2003,7,2,"ta","rl","corner","one_fam"
145500,525,"edwards",180,547,"gd","y",5,0,"none",1072,3675,2005,6,2,"ta","rm","inside","twhs_ext"
118000,0,"edwards",20,698,"ta","y",4,0,"none",698,9405,1947,5,0,"none","rl","inside","one_fam"
85000,320,"edwards",20,876,"ta","y",5,0,"none",876,6410,1959,4,1,"ta","rl","inside","one_fam"
98000,240,"edwards",50,0,"none","n",9,0,"none",1529,8405,1945,4,1,"ta","rl","inside","one_fam"
82000,528,"edwards",20,0,"none","n",4,0,"none",944,10206,1952,3,2,"ta","rl","corner","one_fam"
119900,0,"edwards",90,1678,"ta","y",10,0,"none",1678,10926,1959,5,0,"none","rl","inside","duplex"
110000,528,"edwards",50,684,"ta","y",7,0,"none",1196,12354,1920,6,2,"ta","rl","corner","one_fam"
122000,256,"edwards",50,720,"ta","y",6,2,"gd",1298,8212,1941,5,1,"ta","rl","inside","one_fam"
117000,660,"edwards",50,984,"ta","y",6,0,"none",1604,10998,1941,5,2,"ta","rl","inside","one_fam"
159434,281,"swisu",50,793,"ta","y",6,0,"none",1520,4500,1932,5,1,"ta","rh","inside","one_fam"
60000,246,"swisu",30,290,"ta","n",3,0,"none",438,8400,1920,2,1,"ta","rl","inside","one_fam"
139500,240,"swisu",50,778,"ta","y",7,1,"gd",1489,9900,1940,6,1,"ta","rl","inside","one_fam"
197000,672,"swisu",75,824,"ta","y",12,2,"ta",3082,15863,1920,7,2,"ta","rl","corner","one_fam"
147500,440,"crawfor",30,816,"ta","y",6,1,"gd",1232,8574,1916,6,2,"ta","rl","inside","one_fam"
137450,216,"swisu",50,976,"ta","y",7,1,"gd",1608,6171,1925,6,1,"fa","rl","inside","one_fam"
155000,576,"swisu",70,560,"gd","y",6,0,"none",1135,7200,1936,7,2,"ta","rl","inside","one_fam"
205000,440,"crawfor",50,840,"ta","y",6,2,"ta",1567,13680,1940,5,2,"ta","rl","inside","one_fam"
177500,213,"crawfor",70,771,"ta","y",7,2,"gd",1494,7500,1942,6,1,"ta","rl","inside","one_fam"
163500,432,"crawfor",30,876,"gd","y",5,0,"none",964,13360,1921,5,2,"ta","rl","inside","one_fam"
205000,400,"crawfor",90,920,"ta","y",13,2,"gd",2480,8145,1940,7,2,"ta","rl","corner","duplex"
174500,234,"crawfor",70,704,"ta","y",7,1,"gd",1564,12000,1941,7,1,"ta","rl","inside","one_fam"
158000,295,"crawfor",50,1067,"ta","n",7,1,"ta",1523,15600,1949,5,1,"ta","rl","inside","one_fam"
115000,452,"blueste",160,516,"ta","y",5,1,"ta",1032,1733,1980,6,2,"ta","rm","inside","twhs_int"
137000,462,"blueste",160,561,"gd","y",5,1,"ta",1229,1488,1980,6,2,"ta","rm","inside","twhs_ext"
121000,462,"blueste",160,561,"gd","y",5,1,"ta",1229,1612,1980,6,2,"ta","rm","inside","twhs_int"
208000,501,"crawfor",80,572,"ta","y",6,1,"ta",1982,13607,1986,6,2,"ta","rl","inside","one_fam"
