id,user_drinking,text
469193762120691700,no,N/A
4.6674530964606157e+017,no,N/A
462665936202264600,no,@callmekittie_ I'm excited. I can almost smell the prosperity and the turnup.
465271637969874940,yes,Wine tasting with adedoyinsola 🍷 @ Watkins Glenn NY http://t.co/PVLyuiMrkq
467503734814433300,no,N/A
464959770789961700,yes,N/A
461924439110987800,no,N/A
464229277710684160,yes,Vodka tonic and some good vibes to finish the night off.
468518034412687360,no,No better departure from your best friend than singing and dancing to Drunk In Love across cars on the express way @StephJeanFair
463736775882858500,no,To have a grad party or not have a grad party...#thatisthequestion
468840614969085950,yes,Done with finals. Chillin at senior week wine tour. Gonna miss this place #Cornell14 #bchutookthis @… http://t.co/34W4eksi16
461993000584110100,no,N/A
462802816596467700,yes,Yum yum - Drinking a Traditional Lager by @Yuengling_Beer @ Dave &amp; Buster's  — http://t.co/d0ExlsxpU0 #photo
465098575681044500,no,i guess sam shaved his beard drunk last night ok
466266564648771600,no,N/A
462095625773789200,no,Finding it hard to fall asleep when NSYNC is blaring from the bar underneath my room. #itsgonnabeme
463305039944380400,no,N/A
468769542215594e3,no,All five seasons of Friday Night Lights are downloaded and the only thing keeping me from binge watching them all is 4 more hours of work.
463320298805555200,yes,My first class doesn't start for 9 minutes and I already feel like getting hammered
4.6242366468877517e+017,yes,Fuck it. Get drunk.
464604232507985900,no,N/A
472769910838673400,no,N/A
470021596451967e3,no,House party on 👌
472721716754788350,no,Man shot on Frost Avenue http://t.co/P0vgJuCNRx #ROC
464927803264098300,yes,N/A
466338496928808960,yes,Drinking a Rebel IPA by @SamuelAdamsBeer @ Bayside Pub — http://t.co/aYpz3Vd9j9 #photo
464444014176268300,yes,N/A
472362325719400450,no,N/A
463725727188541440,no,"@TJLawFirm i know some1 who wants 2 build beer biz. I says ""Tracy is who u gotta see!"" Next week we should all meet, him, U and me :)"
467796713311576060,no,N/A
467534318005649400,yes,There are not a lot of things better than getting bought a free shot @RedJugPub for ur rendition of piano man
464091426285170700,no,N/A
469643296193921e3,no,"So @FMHornets hang on, beat Corcoran 12-10, and will get another shot at @WGAthletics in Dome Saturday at high noon. See you there"
464444516188299260,no,N/A
462423148982321150,yes,“@MontanaaLoyal_: Drunk sex a be it right now😉😉😉💦💦💦”
4.6955667915226317e+017,no,Just need one for this party
465599229424308200,no,N/A
464093688121946100,yes,N/A
470491786721624060,no,I wish mfs would wake up. Everyone's probably drunk AF &amp; knocked out.
463092678901919740,yes,Sunday. Funday. @ We Love The Red Jug Pub http://t.co/SyzA8vVUPs
471474359274852350,no,N/A
466834343038820350,yes,Watching Vanilla Sky slightly drunk is amazing.
468401238867185660,no,"I'm at Downtown Fitness Club (Rochester, NY) http://t.co/9qq4KWITtk"
470469726800707600,no,When you're really sick and try to wake your boyfriend up and he's to drunk to respond...thanks babe.
465500996530352100,no,@MaddieHeadd had a dream I was shot in the neck while driving the other night. Insanity.
468091000259633150,no,N/A
470629168976502800,no,N/A
464950937950629900,no,5Head (@ Dinosaur Bar-B-Que - @dinobbq) http://t.co/53ZQIruKWP http://t.co/YsJjsvHisu
4.7025046821276877e+017,no,The awkward moment when you go to shake your blender bottle and the cap isn't on all the way #oops
466413669241589760,no,"this audience tonight was the bomb, thanks for the party ⚡️⚡️⚡️"
467731695018721300,yes,@mawiissaa its a bar im intoxicated
465226463495864300,yes,N/A
472473331372134400,yes,"3 things that are much needed for making a party: beer, tables and light"
4.6747457060655923e+017,no,N/A
464894743860609e3,no,Josh Gordon season-long suspension...Manziel's draft hangover begins...welcome to Cleveland!
4.6961017749978317e+017,yes,N/A
462639921774088200,no,The most fucked up shit you can do is bail on someone who went out of their way to ask you to prom in a cute way. Gbye.
463837363257356300,no,"I'm at Fit Club 24/7 (Geneseo, NY) http://t.co/KMHs4RMFMH"
464892201227395100,yes,N/A
470391046505898e3,no,I don't turn up every weekend.
472754113483407360,no,"If you ain't a 10 you're a 9.9, tippin and spillin that home made wine"
467792980535812100,no,"Me: hey, do you know where the water bottles are?
Trista: I dont know, I just had half a wine cooler though.

...coming from a 13 year old."
465620706911617e3,yes,N/A
464210005890449400,yes,N/A
462732513350537200,no,Love him so much 😘❤️ @weedsportmoose @ Golden Ponds Restaurant &amp; Party House http://t.co/aJM5mXQBfZ
462753352791912450,no,Easily the classiest guy at this party
464200435629584400,yes,N/A
465508182308446200,no,@brandiibaxter11 Hahahaha i can never get mad when you drunk text me cause its either really cute or really hilarious hahaha
463078490750070800,no,You are literally fucked up in the head and you need fucking help.
469714541254021100,yes,@albuggaa shoulda came to the bar!
464201687050493950,no,Ugh again with @asalem6 and the close shot!!! Killin me tonight ang!!
470029944240623600,no,N/A
472898807018307600,no,@JaySmithh93 my windows fucked up I took the panels off for sec to try to fix em
462979894130278400,no,Wishing death upon someone is the most fucked up things you could ever do
468930248995012600,yes,N/A
472187316556271600,yes,“@mattyb195: I guess vodka and Shane are my only friends .....” Smd everyone
4.7041651922291917e+017,yes,Tipsy
471824275843088400,no,mari playing about her bottle frfr
463683612106166300,no,Watching the breakfast club in sociology 😍😍😍
470940680249180160,yes,My body hates me right now. Fuck liquor.
461998743521611800,yes,N/A
462315605094592500,yes,N/A
462357648780693500,yes,Tonight we're drinking from the bottle.
462477498920730600,yes,"Drunk.
#Success"
468428360377724900,no,@__LighttBright put it ina medicine bottle n put it between ya legs
469266255602782200,no,N/A
465932633026072600,no,I've been in so many suicide pacts where one party doesn't go through with it.
466903334625218560,yes,N/A
472541553538637800,yes,Party time !!!! 🍺🍻🍸🍹👌😘
4.7244846463556403e+017,yes,N/A
470708141554802700,no,N/A
466776730745995260,no,@DevronCathey @therealDb22 screen shot it hoe
4.6284283126285517e+017,no,Almost as bad as people that use yik yak. Can you get a life or nah?
466627655199379460,no,My whole day is just fucked up son
468757482056482800,no,Cat hair inside my migraine prescription bottle. How does cat hair invade EVERY ORIFICE? #Sigh
470397389946507260,no,Wish I had energy to see party
469975906363392e3,no,"I'm at Monroe's Restaurant &amp; Bar (Rochester, NY) https://t.co/uvOB2a6qEu"
463859173533302800,no,The saxophonist that played in the Super Bowl is playing for me at my grad party....what😱😍
470811403830317060,yes,"""Yea you will drink way less when you graduate."" ""I know, right?"" *as I chug a third of a bottle of vodka*"
4.6200918786245837e+017,yes,"Rochester Day 10: Seneca Park Zoo, Red Robin, Shopping, visit to Eduardo's work place, beer and of course #BabyNEP"
471132653530271740,no,@Bianca_Pitonzo but shiiiit .. take a shot for me 😈
465323166978428900,no,Please Don't text me if your drunk your texts make no sense what so ever
466988103127691260,yes,A nice tall glass of wine sounds too good right now
468095314050572300,yes,Spending my day at Mac's bad art bar. Seeing Far From Over play! 😝 #vscocam #macs #macsbadartbar… http://t.co/oLJQ4yQ4Qk
467329127532355600,no,On everything the library smells like straight alcohol lmao
469306576575422460,no,N/A
469821347200516100,yes,Whenever @Sierraaa_lanae and I are drunk together well it just gets reckless.
472946087444353e3,no,N/A
462430592379133950,no,N/A
462842311659905e3,no,N/A
467049291274788860,no,N/A
470354295037362200,yes,@dragonflyeye Thanks Bar Guru Supreme . Where can I purchase Mint Simple Syrup?
462022692741578750,yes,I've been battling this back and fourth decision: to go or not to go to the liquor store
465220842058965e3,yes,"I'm 19 years old, drunk, playing 4 square. I love college"
462473218314731500,yes,N/A
461968606369046500,no,@YachtClubGames Go snag a beer. You guys deserve it!
462328649559990300,no,N/A
468534188149604350,no,N/A
467769414394581e3,no,I need party girls in my party world
467616273556570100,no,⛳️🌅#riseandgrind #datewithdad (@ Stafford Country Club) http://t.co/KUe24pHDop
468141132463894500,no,N/A
472448819524022300,no,I'm so tired I couldn't even move my shaker bottle 😰😵
463355816121471e3,no,N/A
472223295639924740,yes,Drinking a Black Currant Amber by Abandon Brewing Company @ Johnny's Irish Pub — http://t.co/gGSiW5puMu
465365645874708500,yes,Way to drunk to handle this shit
470036121549029400,no,N/A
469219853862465540,no,N/A
465180146085814300,yes,N/A
464439989062078460,no,N/A
4.6423391396430643e+017,no,Twitter got all these fucking goofies turnt up ima have to turn these niggas down
465664400930914300,no,N/A
470947464280047600,yes,I like cut my finger off last night trying to open a bottle
468191408697139200,yes,Got a glass of rum and peach juice and I'm ready to go #amwriting (@ Writing Studio) http://t.co/OdihkU4qiD
4.6810524046236877e+017,no,went up to east land and shot a police man
462725204767408100,no,Nothing makes me happier than the triple crown races ☺️😍🐎
464232340727009300,no,N/A
469568248170946560,no,N/A
467418049394790400,no,N/A
463842451690512400,no,N/A
464648677337083900,yes,Been drunk every night for the past week 😶
465296253971349500,no,@_PapiiiiChulo_ our 1989 whisky from the winter is better
461868420443930600,no,half the teachers in this school are fuckin shot lol
4.6826509456114483e+017,no,"If Republican means depriving others of survival, dignity, and quality of life, then I will search for membership in a new political party."
463726999182131200,no,N/A
464898225292705800,yes,"Thunderstorm, BBQ, and beer, the good life"
469947327113732100,no,seriously though..party at Shelby's house tonight
467626898697502700,no,N/A
471273943622758400,yes,I go from aw a good drunk too slutty 12 year old girl who needs a nap so fast it's horrifying
4.6217699450002637e+017,no,Everything Is Just So Fucked Up 😂
463535060948619260,no,Why does my brightness always turn up on it's own &amp; blind me 😑 holy fuck.
470042559666876400,yes,Blackout drunk round 2😂😫💁😂💋🎉🍺🍸🍹@hayverk
464474309206233100,yes,a week from tomorrow I'll be heading back to Phila for the summer! party time @knealster 😊❤️
468603045119787e3,yes,At the bar (@ LJ's Take Out &amp; Restaurant) http://t.co/beI2MwuK9q
465645959884849150,no,@Johannax__ turn up sister
4.6561985196106957e+017,yes,Awwww #dad #angelo 👨😀🍷 @ The Inn At Glenora Wine Cellars http://t.co/rEJYLOSb4E
464168109725593600,no,N/A
471356751934410750,yes,“@Country_Voices: When you leave a party and you're still drunk http://t.co/AQv7cEtnVJ” @hellokatie1317 @ChelseaBebeau 😹😹😹
463454561043513340,yes,LOL tequila
471703069395533800,yes,N/A
469694625868173300,no,my memory is so shot it's actually scary
468055664078897150,no,"I'll have the surf and turf-a-saurus, cooked medium roar. (@ Dinosaur Bar-B-Que - @dinobbq) http://t.co/Sxpy9SlLpT"
465924003253608450,no,How you gon have a 80's party and yo ass was born no where near the 80's
468233501091700740,no,N/A
472742287639068700,no,@12Dosman after party tho
465625633905991700,no,"Water is calm, beer is cold, and the sounds are peaceful #ontherocks http://t.co/XFbXxUFhj9"
463853362761322500,yes,N/A
462616104926740500,no,🙊😍 I get to see Carrissa fucked up for the very first time tonight Hahaha
464541722035638300,no,"@MikeASchneider there are drunk people too, nothing to see here"
464599167328063500,no,"prediction: four years from now, Johnny Manziel goes on ESPN to announce he's leaving Cleveland for a new team with a real shot at winning"
465252674829828100,yes,N/A
470315899657150460,yes,More drinks. :) (@ Route 78 Pub w/ @jyolevich) http://t.co/AAUX9WxLOq
472942340769079300,no,That shot's probably SA's ticket to the finals.. #TimDuncan #clutch
472588401980362750,yes,@bbrownss LMFAO fuck i'm too drunk for this 😂
462596762059149300,no,@_Owee turn up me too by September
468250230694379500,no,"""you have to work your hardest, and if you do you get a shot at a silver lining"""
466934829510959100,yes,Wine tour time! #SenecaLake #winetour #ICSW14
463875805232111600,no,48 year old shot in torso on Cleon St taken to SMH #ROC #13wham http://t.co/81IOgSAx0A
469104033970401300,no,"I came I saw I conquered, I shot you downn"
463822553585180700,yes,N/A
465555536499732500,yes,The pub will be forced to close early on Tuesday nights after everyone is too drunk to answer trivia questions at 10:30 #2015LMCpredictions
470285519268507650,no,N/A
472766181015695360,yes,Wine tasting around Seneca 😍
465911763498958850,no,N/A
472233389626781700,no,N/A
464592811028131840,no,"Baby if ya want it, I've got a cold beer with your name on it"
470337362460176400,no,N/A
462619015064854500,yes,Update: Everyone on 3rd floor Shea is still asleep. Me and @k_munoz11 are 3 tequila shots deep. #SpringFling
463094104961073150,yes,Love - Drinking a Flower Power by @ithacabeer @ Good Buddy's Pub  — http://t.co/MlfXuzam8z #photo
465266178534178800,yes,N/A
463321922282213400,no,"My #MCM, R2-D2. He's drunk on Jim Beam. @ Entercom Rochester http://t.co/tawKiNRXSM"
462769892341461e3,no,This combine is a big time shot for me #focused #determined
471801578136272900,yes,N/A
4.6348581025665843e+017,no,Come out of work and theres a beer can in my door handle? Who did it 😂
466059573355614200,yes,N/A
462644096801472500,no,@melss_f you're a having a party yes??
468478433669177340,yes,And by alcohol I mean tequila.
466681955065802750,no,"""Party Up"" by DMX is playing on the classic hip hop station. Crap I'm getting old..."
46639764263825e4,yes,N/A
472887324762972160,no,N/A
464438240125411300,no,Holy crap so many drunk people in $1 wayfarers and neon baseball caps right now #cornell @CUSlopeDay 2014
464991180460412900,no,Why does everyone insist on going to the bar with a cover when there's a free one?
464837029151666200,no,"Not sure how people spend money when they owe people money, if I owe someone money I feel bad if I even buy a bottle of water"
4.6603480793248563e+017,no,@C8linChristine  @SeanMJohn12 haha. “@CondescendTorts: Great action shot of Crosby at the end of the 2nd period http://t.co/uA4Lr2f1pq”
462808177411915800,no,N/A
465463357546704900,no,@ArayaNexus You asked me what good a GPS attachment for a golf club does.
471497307595083800,no,"May Cat Club Challenge 2014. Great job guys! #TrainToWin @ Parisi Speed School-Baldwinsville, NY http://t.co/CA5KhZJyzV"
463512468111650800,no,"""@CliffordAveKobe: @NaiShekirah Uak I'm Vamp Life AYEEE""turnup aye   , I'm cop some gushers aye !!"
465296844239544300,no,Finally Back together!! Love these ladies! 🎉😘❤️😘❤️ amandaleigh007 #babes @ Good Buddys Pub http://t.co/1GpJDGJqUv
466634284531740700,no,N/A
469614345253838850,yes,N/A
463868789650505700,no,N/A
467884609238474750,no,Just eatin' combos and and drinkin' Arizona on a Saturday night. Turn UP😏
464131621659357200,no,@DKski22 alwayyyyys go for the root beer
464194045825519600,yes,Drunk and just took my contacts out... extra drunk??
470620097149554700,yes,N/A
468664823119900700,no,We all need somebody to lean on
467779015793991700,yes,More drinks (@ Route 78 Pub w/ @jyolevich) http://t.co/spJEVe9wrC
461983447138185200,no,N/A
472382616482504700,no,N/A
470298397048860700,no,N/A
468143018361757700,no,Flight got delayed until tomorrow...but got put into a nice hotel! And the Breakfast Club... http://t.co/kJHBhZ2dit
462883211819761660,no,N/A
4.6598881595047117e+017,no,I hate it when I feel like I wasted my time on someone
462165785855922200,no,N/A
461969407821238300,yes,N/A
470436237845987300,no,N/A
470688844036468740,no,"Yeah I love the way you lean that seat back, steal my ball cap, pull it down over your blue eyes"
463838368673984500,yes,8:30 pm I'm drunk online shopping for lava lamps
465999449764814850,no,N/A
471772860919611400,yes,Last night of training camp tonight at the town park. #pizza #soda #wildkids #turnup
4.6499057681199923e+017,yes,I'm a little drunk and you're still on my mind. Fuck.
467257423489937400,no,N/A
463055464805462e3,no,N/A
462423505179398140,yes,Just did a shot to @annabreslaw for being my spirit guide! #love @Cosmopolitan❤️💋
463154391684358140,no,@Knray2130 like 22 but 11 was one party @ 4
470630618565705700,no,N/A
469135635413237760,no,"I'm at Drumlins Country Club - @syracuseu (Syracuse, NY) http://t.co/oFGbFqT6wF"
4.6704549196100403e+017,no,N/A
465968705701425150,no,Giving this a shot (@ Pace family chiropractic) http://t.co/uh3MXY9PQl
467499681564880900,yes,"Everyone going to oleans prom tomorrow night be careful, don't drink and drive or the drunk driving fairy will kick you in the testicles"
4.6227295670684877e+017,no,Just like interact club #pizza #fatasses #memories @monikaap10 @shakeelaxox http://t.co/tLlnkkpFLp
462183831572082700,no,"@LucyLiu directorial debut on @Elementary_CBS was inspired! Loved the shot of the boys thru the bannister, Norman's burial POV!!"
467354684928557060,no,"🎥 J.CLANCY'S NEW MUSIC VIDEO TITLED ""MY LIFE"" RELEASES JUNE 1ST, SHOT &amp; DIRECTED BY @PhreshVision … http://t.co/zsSXfRGnjQ 7⃣5⃣"
470389841083920400,yes,N/A
471456416977653760,no,"@Kenz_Springer i tried, my parents bodied it for after party:/"
464748218471833600,no,Help out my friend @Gerrrmmm and vote for One Last Shot for the warped competition! I did! http://t.co/3celGXhc3q
470632863835389950,yes,Mom bought a bottle of Patron... Yeah fuck it I guess
471377523956523e3,yes,N/A
4.7128377453028557e+017,no,"H2O , LEAN , SAME THANG"
469294987964727300,no,Im not taking that shot. #shitRussellWestbrookdoesntsay
465589949706670100,no,"@BakxrMUT Yo, join my party"
465570747276984300,yes,N/A
463042140432789500,yes,N/A
4.7148344612502323e+017,yes,Fucked up walkin around my house slower than a turtle.
463283268155355140,no,N/A
463125267696082940,no,N/A
462009114361876500,yes,N/A
470908442425565200,no,Omg my eye so fucked up got me lookin crazy
463697687721037800,no,Go home Berger ur drunk @dberger_
4.6244227899774157e+017,yes,@ritapita oooo! I'm drunk! I can ramble like a champ!
468542730637828100,no,N/A
467297238167732200,no,N/A
465479818939998200,no,"My mom just came in my room blew her hot morning breath in my face and was like ""I want pancakes bacon eggs toast and a glass of wine"" 😑"
462233906679259140,no,N/A
471448421849903100,no,@_PapiiiiChulo_ @_bliss24 😩😩 lemme just wait and ask again around 1 when yall are drunk😎
466368875941351400,no,Everyone...open house at @CamKrug house this Saturday at 7. All are welcome. It's a pool party so bring a bathing suit
472612027102662660,yes,"@AndrewLawl it was splendid, there were mad parties on the beach with people I didn't even know but they were so nice and I got free beer"
468883342616981500,yes,N/A
467374282860159e3,no,@mmeisner12 boys at the golf club got me feelin a little frisky
472441193834745860,no,Baby you can crash my party anytime
4651901945984e5,yes,N/A
465301217246474240,no,"Helped sort who gets what gun, photographed Steph, photographed a prom party, got ice-cream, got pizza. - My day."
462827132218257400,yes,Awesome!! - Drinking a Wittekerke by @BrouwerijDB @ World Of Beer  — http://t.co/stuI4AX0aF #photo
462683692520189950,no,Val &amp; Jake - Jack &amp; Jill party (@ Homers Elks Lodge w/ @almandas) http://t.co/TfOt7u7Ypy
472571292827549700,no,N/A
467108827239039e3,no,N/A
468791007652622340,no,#CNYGolf Post-Standard Am (@ Liverpool Golf &amp; Public Country Club) http://t.co/tzZNIJVp14 http://t.co/3O9Klppzxi
462485319346946050,yes,"Since I'm too drunk to look for other #FursuitFriday pics, I'm just going to fap to @wildfox34 most recent pic :)"
462042401796653060,yes,Goldfish and beer. I have hit bottom and i like it.
465521341853360100,yes,N/A
465341810546847740,yes,N/A
468548333595013100,no,"@JJohnsonLaw Owners have to agree to terms to join the club.. wonder what the vote will be. Bet he gets no yes votes, with Clippers abstain."
467454869163765760,no,"Best chicken tenders, bar none"
467678008888000500,no,http://t.co/qEKJtjI2cE Very interesting! Don't like the super long search bar tho #gmail
467138006009540600,yes,Beer is so good
470378300087762940,no,"@RyanTalbotBills Shaq got in there some how, you have a good shot"
464409458467037200,no,N/A
4.6823940182770483e+017,no,I'm still gonna have my #vh1top20 archives party in a few weeks still organizing #vh1top20 by year have a lot of songs @JimShearer @VH1Music
471045025741406200,yes,Oh damn you're all badasses 😑 #turnup #drunk #party #summer2k14 #noregrets 🍻🍺
471660466553757700,no,Gonna have a viewing party for so you think you can dance. Party of 1.
469227846142271500,no,Javonte really turnt up in lunch today
467754373633048600,yes,N/A
470304071514325e3,no,Ugh I want to go to the tilt white party😒
463276213230788600,no,- turnup .
464361520143822850,no,SO DONE WITH VICTORIOUS TRYING TO REDO THE BREAKFAST CLUB
470748696930701300,no,N/A
4.6401872471067443e+017,no,Body party &gt;&gt; 😩😍👀👅
462821676825456640,yes,"the timeline going crazy over this mayweather/maidana fight, wish this damn bar had it on. 😤"
471068590905384960,no,@MarkeTeers butter scotch swirl are you bagging me #whatttt #fuckthat
466255011840679940,no,N/A
464963280151527400,no,don't act drunk and you won't be drunk
462667511440637950,no,N/A
467079637613678600,no,Damn I fucked up that one tweet damn itt
465326934994747400,no,Pretending to be a senior (at @Faegans Cafe &amp; Pub w/ @tmariel3) http://t.co/sdlzzNFGUz
468538461478457340,yes,Wine is exhausting
462009624816676860,no,N/A
467354368279597060,no,"🎥 J.CLANCY'S NEW MUSIC VIDEO TITLED ""MY LIFE"" RELEASES JUNE 1ST, SHOT &amp; DIRECTED BY @PhreshVision … http://t.co/zsSXfRGnjQ 5⃣9⃣"
469341965130424300,no,“@Josue_Puti: Got so much shit bottle in its crazy 😔” don't we all ...
469707172020887550,yes,"@TylerHolcomb4 no,  4 B's of summer
beer
baccer
base
ball"
464052271626862600,no,N/A
462747455356801e3,no,"@lindseyfredrick you have such long pretty hair you can do anything, but I like the idea of the crown braid with the sock bun in the middle"
469493289075621900,no,N/A
464251648429539300,no,Get it Vinnie! Werk! @ 140 Alex Bar &amp; Grill http://t.co/lFGPosLgck
472925024954114050,no,What's good with the party's tonight
463165847482036200,no,I like that song Party Girl by ludacris
466020948039450600,no,People are talking about the ap bio test on the Geneseo page and I wanna screen shot it and send it to the office of integrity
472618641541042200,no,Great show tonight! Someone took a great shot! Thanks #sundownheaventown @ Constellation Brands–Marvin… http://t.co/6bJsHcIsw0
471829881857130500,no,Everyone who need a job better apply to my job and Party city they hiring !
467354140201742340,no,"🎥 J.CLANCY'S NEW MUSIC VIDEO TITLED ""MY LIFE"" RELEASES JUNE 1ST, SHOT &amp; DIRECTED BY @PhreshVision … http://t.co/zsSXfRGnjQ 4⃣9⃣"
463466982424465400,no,N/A
464611182792679400,no,Got the lil homie in on dat shot... Credit to @Wakaa24 http://t.co/tv2AADGnNZ
465317374682726400,no,@AdAstraEliz @SarahSbratt and such a fab shot it was! #LISclassof2014 #grad #ischool
472573392629944300,yes,Ahhhh my hair smelled really good but now it smells like beer
471266313722011650,yes,Holy hell I drank for every veteran ever yesterday. My hangover today should have it's own memorial.
470516406522765300,yes,"Good morning, my BBQ babes!
Lemonade beer is yummy in the tummy!"
468937147362582500,no,"“@jsciortino24: @David_Lefebre2 forget sports, we party harder”facts"
464902708865290240,yes,I may or may not be drunk. Accent on the may. #beerisawesome
4.6259426463214797e+017,no,N/A
471866814264123400,no,N/A
461719378468556800,no,"that was some shot though, what patience"
467353488813731840,no,"🎥 J.CLANCY'S NEW MUSIC VIDEO TITLED ""MY LIFE"" RELEASES JUNE 1ST, SHOT &amp; DIRECTED BY @PhreshVision … http://t.co/zsSXfRGnjQ 1⃣3⃣"
465670446755483650,no,N/A
469537067815669760,yes,"That was a great couple of days. Good beer, good golf, and good beer. #Byrncliff"
468913041455988740,yes,Wine would help
468272803771588600,yes,N/A
472880095548678140,yes,"Maybe tonight I'll call ya, after my blood turns into alcohol"
466031829099630600,no,My gf slow she just parked in front of someone in GTA V then shot at the car lmao
462764074904727550,no,I can't get my promposal out of the bottle:(
4.6777642819361997e+017,yes,There's sun!!  &amp;&amp;I'm playing cornhole. - Drinking a Bud Light by @AnheuserBusch @ The Brunswick  — http://t.co/FhYJhjaF4K #photo
472257238229192700,yes,"@teagsssxO lol staawwpp. I know I was fucked up, but I remember you twerking by the pool"
466002366236745700,no,Woooo party....not...
464125106797965300,yes,So who wants to get drunk with me tonight
464831272091926500,yes,A nice cold beer would make this day so much better
4.6525270194179277e+017,no,Maz cracked his phone then sat on a gatorade bottle lmao
467082187611701250,yes,Just had a cat follow us up court street for the senior bar crawl. #earlgrey
469715099025149950,no,So do I invite all the guys that love me to a party and watch it play out or just one and be entertained for the night? #replytweet
466298265705922560,yes,Anyone wanna come bottle wine...and drink it
463563899355557900,no,I still can't believe how well Chris Paul shot the ball. He had a few open shots but he did all that pretty much contested
472194306292584450,no,@slackadjuster I have no sympathy. Why are you a member of a party that wishes you didn't exist? @GOP
470966601383428100,no,“@UberFacts: A 20 ounce bottle of Mountain Dew contains the equivalent of about 22 packets of sugar.” @SchallReed
462705653874974700,no,@mattyblock7 @Poppa_Fiorella @AaronRybak @depewsgentleman @Kyle_Hairston @Hide_N_GOsika have u seen Greg or Kyle drunk. Retards
468502924763856900,no,The iodine on my belly made it look like I got a fucked up spray tan. 😂
470623979620040700,no,N/A
466623242023604200,no,Absolutely killed all of my finals and got a 100% on a paper I got back today. Now it's time to fucking party!!!
468055204118933500,yes,N/A
470409074589589500,yes,Some night require more alcohol than others. This is one of them.
470367287568916500,yes,Beer and dirtbikes with @MSchiferle
463852555588481e3,yes,N/A
4.6713933814104883e+017,yes,This tequila is going to smack me in the face later.
462595503847641100,no,Allens Creek Garden Club members weeding at Buckland House as part of @townofbrighton Clean Sweep. #BrightonNY  #ROC http://t.co/fI0gdYp3Qm
470024633371349e3,no,Party at #HotelCalifornia
466740564411830300,yes,N/A
470794038464233500,no,My uncles get real crazy when they drunk.
463956163755647e3,no,N/A
462261031046504450,no,Not taking a break from writing until the fight party tmrw
463431177958084600,no,A little swinging tonight (@ Rochester Athletic Club for Women w/ 2 others) http://t.co/FWcoKkXyeK
4.6205234280045363e+017,no,Boy quit playin u juss drunk u juss sayin shit
463131205387698200,no,N/A
463459732398018560,yes,N/A
469196450182615040,no,N/A
471477403530051600,yes,- iWnaa Gt Drunk w. Malaysia 👌
462468459377332200,yes,started off lookin for a party &amp; ended up makin our own 😏
464947640502087700,yes,I cant get enough of this beer. So.So. So. Good. - Drinking a Porter by @BellsBrewery @ Rochester Taproom  — http://t.co/PisXqN8MvQ
4.7007836735904563e+017,yes,country music and wine is what heaven is if u were wonderin
472182982904524800,no,I just keep thinking they should just call themselves the He Man Woman Haters Club.
463512470494396400,yes,N/A
467117191331315700,yes,N/A
462060724811206660,no,"12 great kids from B&amp;G club came to my club.. Midvale Cc for 12 weeks of golf lessons ⛳⛳⛳⛳⛳👍fore!!😎
A great day!!! They were so happy!!"
465515023205662700,no,N/A
4.6461728767347917e+017,no,"thats why they're ideal tho, 9/10 they dont turn up how you want."
462711818000298e3,yes,N/A
466072117319315460,no,I fucked up when I thought it was okay for me to start the day with a bowl of week old chili.
467908473729351700,no,"omfg, i actually walked in a couple having sex in a room during a party WTF!!!"
4.6529740682574643e+017,no,True Beauties ❤️ Love them!! ❤️  amandaleigh007 @ Good Buddys Pub http://t.co/rRKOI1WxA9
470413486489866240,yes,Kiss me I'm shitfaced
469696704459976700,yes,N/A
471865298958577660,no,"Why fuck around while you in a relationship, when you could just be single. Like you just wasted my time .. 😐"
467708324868542460,no,My bathroom wipes came in handy at that party. I should of charged 25 cent per wipe lol.
464626869653209100,yes,N/A
467489913299300350,no,I wonder how long that penalty shot haunts Corey Perry for.
467824519223476200,yes,N/A
467740250161152e3,no,"""@AyannaLashay: 13 days till prom, 17 till my birthday ☺️"" Turn Up!"
472198999731351550,yes,#someskaband and a beer. (@ Sticky Lips BBQ Juke Joint w/ @stoneymark) http://t.co/w9obIXaYkC
465337973626511360,no,today was my 17th yr anniversary with #vh1top20 but I've ecided to wait till next Saturday to have an archives party @VH1Music @JimShearer
462701060650717200,yes,N/A
464918972186783740,yes,N/A
462471234828398600,no,N/A
470775551641534460,no,@sophtekabo ayeeee turn up!!
467472841651544060,yes,John Gibson's a year younger then me playing in a game seven in the NHL and I'm sitting here eating a whopper and drinkin beer
466398851499585540,no,N/A
467878979899519e3,yes,N/A
466722720248791040,no,"""We should just give Justin Bieber to Putin, have him deal with that crap"" - momma yac 😂😂😂"
462855993706438660,no,N/A
465274108243345400,no,Yelling at my mom to slap the wine bag but she won't cause she doesn't want me taking pictures of her 😂
466716765880213500,yes,N/A
466944896591740900,yes,"""They will have no wine...but there will be  lots of blood."" -@woelfelz has resigned us to a wine-tour-turned-horror-movie"
462398728381669400,yes,N/A
463744825456869400,no,N/A
470947293693489150,yes,N/A
467774645786382340,yes,Bar crawl with my one and only (@ Viva Taqueria w/ @rampaige133) http://t.co/5MLPJTvrs6
466355387227439100,no,Miley obvs cares about Liam and meant that she just feels bad cause she was so wasted and put his shit on blast tbh sorry I'm a lil late
464879332125470700,no,she said my dick head need a crown on it
468478957487407100,no,N/A
465738374998163460,yes,@BritanyBarbery it's too perfect not to favorite! Loveee tequila 😍❤️
4.7025842848545997e+017,no,2014 Wantuck Family Golf Tournament losers. #cousins @ Silver Creek Golf Club http://t.co/dAq8FCmnz2
